TGSC ID,Tags,Original Tags,Description,Concentration %,Solvent,Strength,Recommended Max Concentration %,Substantivity (Hours),Substantivity Min (Hours),Substantivity Max (Hours),Substantivity Concentration %,Substantivity Solvent,Source,Source Year,Sample Supplier
1408261,['fruity'],false,fruity,,,,,,,,,,,,
1408331,"['fatty','rose','waxy']",true,fatty rose waxy,10.0,dipropylene glycol,,,,,,,,,,
1408441,"['woody','warm','amber','musk']",true,warm woody amber musk,100.0,,,,400.0,,,100.0,,,,
1408781,['odorless'],false,odorless,100.0,,,,,,,,,,,
1408831,"['fruity','pineapple']",true,fruity pineapple,100.0,,,,,,,,,,,
1408881,"['mild','mushroom']",false,mild mushroom,,,,,,,,,,,,
1408951,"['fruity','pineapple','spicy']",true,fruity pineapple spicy,10.0,dipropylene glycol,,,,,,,,,,
1409231,"['fruity','pineapple']",true,pineapple,100.0,,,,,,,,,,,
1410331,['ammoniacal'],false,ammoniacal,100.0,,,,,,,,,,,
1410461,"['slight','ammoniacal']",false,slight ammoniacal,100.0,,,,,,,,,,,
1410711,['odorless'],false,odorless,100.0,,,,,,,,,,,
1411651,"['floral','apricot','cognac']",true,apricot floral cognac,100.0,,,,,,,,,,,
1411841,"['green','almond bitter almond']",true,green bitter almond,100.0,,,,,,,,,,,
1412091,"['animal','floral','fecal','phenolic']",true,animal floral fecal phenolic,1.0,dipropylene glycol,high,1.0,168.0,,,10.0,dipropylene glycol,,,
1412121,"['floral','sweet','fruity','herbal']",true,sweet floral fruity herbal,1.0,dipropylene glycol,,,,,,,,,,
1412161,"['floral','fruity','green','privet','hyacinth','hawthorn','cilantro','herbal']",true,sweet floral fruity green privet hyacinth hawthorn cilantro herbal,100.0,,,,,,,,,"Luebke, William tgsc",2017,Kingchem Laboratories Inc.
1412361,"['floral','sweet','elemi','winey']",true,mild sweet elemi winey,100.0,,,,,,,,,,,
1412451,"['floral','herbal','chamomile']",true,floral herbal chamomile,100.0,,,,,,,,,,,
1412691,"['floral','fruity','nutty','coconut']",true,fruity nutty coconut,100.0,,,,,,,,,,,
1413031,"['herbal','woody']",true,herbal woody,100.0,,,,,,,,,,,
1413311,"['fruity','sweet','floral','berry','strawberry','raspberry']",true,sweet fruity floral berry strawberry raspberry,100.0,,,,,,,,,,,
1413661,['green'],false,green,,,,,,,,,,,,
1413921,"['sulfurous','garlic','onion','vegetable']",true,sulfurous garlic onion vegetable,0.01,propylene glycol,,,,,,,,,,
1414121,"['green','fatty']",true,green fatty,0.1,dipropylene glycol,,,,,,,,,,
1415671,"['apple','fruity','green','winey']",true,mild fruity green apple winey,100.0,,,,,,,,,,,
1416101,"['woody','sandalwood','clean','sweet']",true,sandalwood clean sweet woody,100.0,,,,400.0,,,100.0,,"Luebke, William tgsc",1993,International Flavors & Fragrances Inc.
1416651,"['herbal','warm']",false,herbal warm,100.0,,,,,,,,,,,
1416661,['minty'],false,minty,100.0,,,,,,,,,,,
1417141,"['floral','green','rose','petal','fruity']",true,floral green rose petal fruity,100.0,,,,3.0,,,100.0,,,,
1417571,"['balsamic','sweet','strawberry','cherry','cinnamyl']",true,sweet balsam strawberry cherry cinnamon,100.0,,,,164.0,,,100.0,,"Luebke, William tgsc",1983,"Fritzsche Dodge & Olcott, Inc."
1417701,"['spicy','cinnamon','cassia']",true,spicy cinnamon nitrile,10.0,dipropylene glycol,,,,,,,,,,
1418091,"['floral','muguet','lily','green','tropical','oily','greasy','marine','balsamic']",true,floral muguet lily green tropical oily greasy marine balsamic,100.0,,,,336.0,,,100.0,,"Luebke, William tgsc",2016,Vigon International
1418131,"['phenolic','chemical']",true,phenolic chemical,10.0,dipropylene glycol,,,,,,,,,,
1418181,"['fruity','lavender','mushroom','earthy']",true,"fruity, after lavender, somewhat mushroom-like earthy",10.0,dipropylene glycol,,,,,,,,,,
1418201,"['woody','amber','musk']",true,woody amber musk,10.0,dipropylene glycol,,,,,,,,,,
1418831,"['floral','sweet','metallic','fruity','apple','spicy','plum','minty']",true,sweet floral metallic fruity apple spicy plum minty,1.0,dipropylene glycol,high,1.0,66.0,,,100.0,,"Luebke, William tgsc",1994,"Ungerer & Company, Inc."
1418831,"['floral','sweet','fruity','woody','green','berry']",true,"Sweet, fruity, floral woody with a green berry nuance",,,,,,,,,,"Mosciano, Gerard P&F 16, No. 2, 49",1991,
1418841,"['floral','rose','apple','fruity']",true,floral rose apple fruity,1.0,dipropylene glycol,,,,,,,,,,
1418951,"['floral','fresh','rose','leafy','green','magnolia','aldehydic','fruity']",true,fresh rose leaf floral green magnolia aldehydic fruity,100.0,,,,,,,,,"Luebke, William tgsc",1985,Givaudan Corporation
1419221,"['green','cucumber','tallow','fatty','fruity','fried']",true,cucumber green tallow fatty fruity fried,1.0,propylene glycol,,,,,,,,,,
1419351,"['waxy','fatty']",false,waxy fatty,,,,,,,,,,,,
1419391,['cardboard'],false,cardboard,100.0,,,,,,,,,,,
1419411,['oily'],false,oily,100.0,,,,,,,,,,,
1419491,"['fresh','waxy']",false,fresh waxy,100.0,,,,,,,,,,,
1419541,"['meaty','cooked','tallow','fatty','brothy','sweaty','fruity','waxy','citrus']",true,cooked meat tallow fat meat broth sweat fruity waxy citrus,1.0,propylene glycol,,,,,,,,,,
1419541,"['meaty','sweet','fatty','waxy','savory','animal','citrus','cilantro']",true,"sweet, fatty, waxy, rich savory animal fatty with a citrus and cilantro like nuance",10.0,,,,,,,,,"Mosciano, Gerard",2009,
1419771,"['fresh','green']",false,fresh green,,,,,,,,,,,,
1419881,"['fruity','fresh','orange peel']",true,fresh fruity orange peel,1.0,dipropylene glycol,high,1.0,,48.0,,100.0,,,,
1420031,"['mild','waxy']",false,mild waxy,100.0,,,,,,,,,,,
1420041,"['floral','rose','waxy','fresh','fruity']",true,floral rose waxy fresh fruity,100.0,,,,,,,,,,,
1420171,"['fatty','waxy','ozone','citrus','rose','rummy','rue']",true,waxy fresh air citrus rose rummy rue,100.0,,,,,,,,,"Luebke, William tgsc",1992,"Bedoukian Research, Inc."
1421041,"['caramellic','sugar brown sugar','sweet','winey','fruity','herbal']",true,brown sugar sweet wine fruity herbal,100.0,,,,,,,,,,,
1421731,"['woody','dry','labdanum','rose','musk','orangeflower']",true,strong dry woody labdanum rose musk orangeflower,10.0,dipropylene glycol,medium,10.0,504.0,,,100.0,,,,
1422091,"['green','galbanum','fruity','pineapple','herbal','balsamic','fir needle']",true,green galbanum fruity pineapple herbal balsamic fir needle,100.0,,,,,,,,,,,
1422351,"['minty','vanilla']",true,minty vanilla,100.0,,,,,,,,,,,
1422621,['caramellic'],true,caramellic,,,,,,,,,,,,
1423321,['fruity'],false,fruity,,,,,,,,,,,,
1423471,['tropical'],false,tropical,,,,,,,,,,,,
1423531,"['floral','rose']",true,rose de mai,100.0,,,,,,,,,,,
1423541,"['fruity','floral','cloth laundered cloth']",true,fruity floral wet cloth,100.0,,,,,,,,,,,
1423551,"['ethereal','rose']",true,ethereal rose,100.0,,,,,,,,,,,
1423711,"['floral','fresh','fruity','bergamot','rose','sweet']",true,fresh fruity rose bergamot rose sweet,100.0,,,,8.0,,,100.0,,"Luebke, William tgsc",1988,Takasago International Corp
1423741,"['sweet','herbal']",false,sweet herbal,100.0,,,,,,,,,,,
1423931,"['floral','honey','rose','honeysuckle']",true,honey rose honeysuckle,100.0,,,,,,,,,,,
1424051,"['woody','herbal','pine']",true,woody herbal pine,100.0,,,,,,,,,,,
1424091,"['floral','sweet','rose','leathery','musty','plastic']",true,sweet rose leather musty plastic,100.0,,,,,,,,,,,
1424281,"['camphoreous','lime']",true,camphoreous lime,1.0,dipropylene glycol,,,,,,,,,,
1424291,"['green','dry','grassy','weedy','waxy','rose']",true,dry grassy weedy waxy rose,100.0,,,,,,,,,"Luebke, William tgsc",1988,SCM Organic Chemicals
1424381,"['citrus','lime','dirty','aldehydic']",true,citrus lime dirty aldehydic,100.0,,,,,,,,,,,
1424541,"['camphoreous','lime','terpenic']",true,camphoreous lime terpenic,1.0,dipropylene glycol,,,,,,,,,,
1424601,"['green','mango','tropical']",true,green mango tropical,1.0,propylene glycol,,,,,,,,,,
1424801,"['woody','pine','herbal']",true,"woody, piney, herbaceous",100.0,,,,,,,,,,,
1424971,['rose'],false,rose,100.0,,,,,,,,,,,
1424981,['mouldy'],false,mouldy,100.0,,,,,,,,,,,
1426341,"['marine','fresh outdoors','green','pepper bell pepper','ozone']",true,fresh outdoors green bell pepper ozone marine,10.0,dipropylene glycol,high,10.0,8.0,,,10.0,dipropylene glycol,"Luebke, William tgsc",2009,International Flavors & Fragrances Inc.
1426461,"['burnt','coffee','nutty','roasted','woody']",true,burnt coffee nutty roasted woody,0.1,dipropylene glycol,,,,,,,,,,
1426491,"['nutty','potato','cocoa','roasted']",true,potato cocoa roasted nutty,0.01,propylene glycol,,,,,,,,,,
1426751,"['nutty','roasted','meaty','earthy']",true,nutty roasted meaty earthy,0.01,propylene glycol,,,,,,,,,,
1426801,"['nutty','roasted']",true,roasted nutty,0.05,propylene glycol,,,,,,,,,,
1427041,['floral'],true,floral,100.0,,,,,,,,,,,
1427111,"['fruity','currant bud black currant bud','tropical']",true,black currant tropical fruity,10.0,dipropylene glycol,,,,,,,,,,
1427201,"['meaty','bready']",true,meaty bready,0.1,propylene glycol,,,,,,,,,,
1427421,"['balsamic','amber','rose']",true,balsam amber rose,100.0,,,,,,,,,,,
1428051,"['floral','rose']",true,floral rose,100.0,,,,,336.0,,100.0,,,,
1428191,"['floral','fruity','tropical']",true,fruity floral tropical,0.1,dipropylene glycol,,,,,,,,,,
1428301,"['spicy','herbal','minty']",true,spicy herbal minty,100.0,,,,,,,,,,,
1428471,['spice'],false,spice,,,,,,,,,,,,
1428841,"['coumarinic','lactonic','sweet','coconut']",true,lactonic coumarin sweet coconut,100.0,,,,,,,,,,,
1429691,"['amber','ambergris','labdanum','woody']",true,amber ambergris labdanum woody,100.0,,,,400.0,,,100.0,,"Luebke, William tgsc",1988,International Flavors & Fragrances Inc.
1429911,"['floral','fruity','rose','green','apple cooked apple','plum','thujonic','tobacco']",true,fruity floral rose green cooked apple plum thujonic tobacco,10.0,dipropylene glycol,high,10.0,64.0,,,100.0,,"Luebke, William tgsc",2016,Vigon International
1429921,"['floral','rose red rose','fruity','metallic']",true,floral red rose fruity metallic,100.0,,,,208.0,,,100.0,,,,
1430231,"['floral','violet','sweet','powdery','woody']",true,floral violet sweet powdery woody,10.0,dipropylene glycol,medium,10.0,96.0,,,100.0,,"Luebke, William tgsc",1987,"Fritzsche Dodge & Olcott, Inc."
1430591,"['coconut','lactonic','creamy','fatty']",true,coconut lactonic creamy fatty,100.0,,,,,,,,,,,
1430931,"['woody','spicy','peppery','camphoreous']",true,woody spicy peppery camphoreous,100.0,,,,,,,,,,,
1431841,"['herbal','green','citrus','fruity','mandarin','orange']",true,green citrus fruity mandarin orange herbal,1.0,dipropylene glycol,high,1.0,,48.0,,100.0,,,,
1432321,['sweet'],false,sweet,100.0,,,,,,,,,,,
1432371,"['earthy','floral','sweet','woody']",true,earthy floral sweet woody,100.0,,,,,,,,,,,
1432391,['floral'],true,floral lilac,100.0,,,,,,,,,,,
1432411,"['buttery','fruity','creamy','sweet']",true,fruity buttery creamy sweet,100.0,,,,,,,,,,,
1432971,"['green','fresh','soapy','fatty']",true,Fresh green soapy,100.0,,,,,,,,,,,
1433011,"['green','honey','fruity','hyacinth','cortex','papaya','guava','pineapple','tropical']",true,sweet green honey fruity hyacinth cortex papaya guava pineapple tropical,100.0,,medium,10.0,,1.0,,100.0,,"Luebke, William tgsc",2017,Kingchem Laboratories Inc.
1433011,"['green','sharp','sweet','fresh','fruity','apple','pear','floral']",true,"sharp, sweet green, fresh, fruity apple and pear with a slight floral nuance",1.0,,,,,,,,,"Mosciano, Gerard",2009,
1433071,"['fruity','berry','rummy']",true,fruity berry rummy,10.0,propylene glycol,,,,,,,,,,
1433091,"['fruity','green','passion fruit','guava','pineapple','papaya','weedy','honey']",true,sweet green fruity passion fruit guava pineapple papaya weedy honey,100.0,,,,,,,,,"Luebke, William tgsc",2017,Kingchem Laboratories Inc.
1433111,"['fruity','pear skin','green','waxy','tropical','plum skin','fatty']",true,fruity pear skin green waxy tropical plum skin fatty,100.0,,,,,,,,,"Luebke, William tgsc",2009,Kingchem Laboratories Inc.
1433111,"['fruity','pineapple','green','fatty','waxy']",true,"Fruity, pineapple, green with a fatty waxy nuance",,,,,,,,,,"Mosciano, Gerard P&F 18, No. 1, 43",1993,
1433251,"['tropical','green','pear','apple']",true,green pear apple tropical,10.0,dipropylene glycol,,,,,,,,,,
1433281,"['fruity','pear','mango','fishy','peach','green']",true,fruity pear mango fishy peach skin green,100.0,,,,,,,,,,,
1433291,"['fruity','green','apple green apple','tropical','grape skin','papaya','passion fruit','pineapple']",true,green green apple fruity tropical grape skin papaya passion fruit pineapple,100.0,,,,,,,,,"Luebke, William tgsc",2017,Kingchem Laboratories Inc.
1434271,['odorless'],false,odorless,100.0,,,,,,,,,,,
1434491,"['sweet','honey']",true,honey sweet,100.0,,,,,,,,,,,
1434631,"['chocolate','alcoholic','rummy','sweet','creamy','vanilla','spicy','nutmeg','smoky']",true,alcoholic rum sweet chocolate creamy vanilla spicy nutmeg smoky,20.0,ethyl alcohol,,,,400.0,,20.0,ethyl alcohol,"Luebke, William tgsc",2009,Alfrebro LLC/ Archer Daniels Midland Company
1435071,"['spicy','clove']",true,mild spicy clove,100.0,,,,,,,,,,,
1435081,"['spicy','clove']",true,mild spicy clove,100.0,,,,,,,,,,,
1435291,"['earthy','humus']",true,earthy humus,0.1,dipropylene glycol,,,,,,,,,,
1435451,"['spicy','sweet']",true,sweet spicy,100.0,,,,,,,,,,,
1435551,"['caramellic','green','minty']",true,caramel green minty,1.0,dipropylene glycol,,,,,,,,,,
1435781,"['berry','fruity','winey']",true,berry fruity winey,100.0,,,,,,,,,,,
1435851,['honey'],false,honey,,,,,,,,,,,,
1435861,"['spicy','caramellic']",true,spicy caramel,100.0,,,,,,,,,,,
1435931,"['green','sweet']",false,green sweet,,,,,,,,,,,,
1436261,['rancid'],false,rancid,,,,,,,,,,,,
1436271,"['woody','pine','oily']",true,woody pine oily,100.0,,,,,,,,,,,
1436811,"['green','pungent','fruity','spicy']",true,green pungent fruity spicy,,,,,,,,,,,,
1436821,['fried'],false,fried,0.01,propylene glycol,,,,,,,,,,
1437231,"['floral','geranium','rose']",true,geranium rose,100.0,,,,,,,,,,,
1437461,"['fenugreek','fruity']",false,fenugreek fruity,,,,,,,,,,,,
1437681,"['vegetable','green','mossy']",true,vegetable green mossy,100.0,,,,,24.0,,100.0,,,,
1437751,['spicy'],false,spicy,,,,,,,,,,,,
1437811,"['camphoreous','fir needle','spruce','pine']",true,camphoreous borneol spruce needle terpineol like,100.0,,,,,,,,,,,
1437821,"['woody','cedar','camphoreous']",true,cedar camphoreous,100.0,,,,,,,,,,,
1437941,"['herbal','buchu','grapefruit','green','currant bud black currant bud']",true,strong buchu grapefruit green cassis,0.1,propylene glycol,,,,,,,,,,
1437971,"['green','fatty']",true,green fatty,10.0,dipropylene glycol,,,,,,,,,,
1437981,"['earthy','fungal','green','oily','sweet']",true,earthy fungal green oily sweet,100.0,,,,,,,,,,,
1438011,"['earthy','fungal','mossy','green','sweet']",true,earthy fungal mossy green sweet,100.0,,,,,,,,,,,
1438301,"['fruity','apple']",true,fruity apple,100.0,,,,,,,,,,,
1438311,"['fruity','woody','animal']",true,fruity woody animal,100.0,,,,,,,,,,,
1438401,['bland'],false,bland,,,,,,,,,,,,
1438521,"['fatty','green','waxy','cucumber','melon']",true,fatty green waxy cucumber melon,10.0,propylene glycol,,,,,,,,,,
1438521,"['fatty','green','waxy','vegetable','cucumber','melon','cereal','chicken fat']",true,"Fatty, green, waxy and vegetative with cucumber-melon, cereal notes and a chicken fat nuance",2.0,,,,,,,,,"Mosciano, Gerard P&F 23, No. 3, 55",1998,
1439821,"['musk','powdery','animal']",true,powdery musk animalic,10.0,dipropylene glycol,medium,10.0,400.0,,,20.0,,,,
1440851,"['green','fruity','galbanum','apple','pear','pineapple']",true,green fruity galbanum apple pear pineapple,100.0,,,,,,,,,,,
1440861,"['green','fatty','sweet','aldehydic','spicy']",true,fatty sweet green aldehydic spicy,1.0,dipropylene glycol,high,1.0,,1.0,,100.0,,,,
1441071,"['fruity','apple','rose','honey','tobacco','sweet']",true,apple rose honey tobacco sweet,1.0,dipropylene glycol,,,,,,,,,,
1442141,"['woody','patchouli']",true,woody patchouli,100.0,,,,,,,,,,,
1442631,"['fresh','green']",false,fresh green,,,,,,,,,,,,
1442871,"['herbal','green','woody','cedar','pine','licorice']",true,green woody cedar pine licorice,100.0,,,,100.0,,,100.0,,,,
1443131,"['spicy','herbal','tea green tea']",true,spicy herbal green tea,100.0,,,,,,,,,,,
1443261,"['woody','dry']",true,woody dry,100.0,,,,,,,,,,,
1443881,"['minty','camphoreous']",true,Minty camphoreous,1.0,dipropylene glycol,,,,,,,,,,
1443901,"['buttery','green','grassy','privet','fatty']",true,butter green grassy privet,0.1,dipropylene glycol,,,,,,,,,,
1443911,"['sweet','green']",false,sweet green,,,,,,,,,,,,
1444051,['herbal'],false,herbal,,,,,,,,,,,,
1444281,"['herbal','pungent']",false,herbal pungent,100.0,,,,,,,,,,,
1444361,['sweaty'],false,sweaty,,,,,,,,,,,,
1444411,"['fruity','apple','pear','sour']",true,apple fruity pear sour,10.0,dipropylene glycol,,,,,,,,,,
1444501,"['green','natural','fruity','apple']",true,natural green fruity apple,10.0,dipropylene glycol,,,,,,,,,,
1444561,"['fruity','apple']",true,fruity apple,10.0,dipropylene glycol,,,,,,,,,,
1445001,"['green','sweet','apple green apple','apple']",true,sweet green apple,10.0,dipropylene glycol,high,10.0,,4.0,,100.0,,,,
1445021,"['floral','fruity','sweet','rose','natural','petal','currant bud black currant bud']",true,fruity sweet rose natural petal cassis black currant,1.0,dipropylene glycol,high,1.0,220.0,,,100.0,,"Luebke, William tgsc",1995,International Flavors & Fragrances Inc.
1445221,['floral'],false,floral,10.0,dipropylene glycol,,,,,,,,,,
1445561,['floral'],false,floral,10.0,dipropylene glycol,,,,,,,,,,
1445672,"['fruity','floral','currant black currant','plum','rose','honey','tobacco']",true,fruity floral black currant plum rose honey tobacco,1.0,dipropylene glycol,high,1.0,191.0,,,100.0,,"Luebke, William tgsc",1987,Firmenich Inc.
1445951,"['green','grassy','sweaty','fruity','cheesy','acidic']",true,green grass sweaty fruity cheesy acid,1.0,propylene glycol,,,,,,,,,,
1446151,"['tropical','fruity','sweet','waxy','spicy','guaiacwood','green','cantaloupe','rindy']",true,fruity tropical sweet waxy spicy guaiacwood green cantaloupe rind,100.0,,,,19.0,,,100.0,,"Luebke, William tgsc",2009,"Bedoukian Research, Inc."
1446161,"['green','floral','gardenia','jasmin']",true,green floral gardenia jasmin,10.0,dipropylene glycol,,,,,,,,,,
1446641,"['creamy','dairy','fruity','green']",true,creamy dairy fruity green,10.0,dipropylene glycol,,,,,,,,,,
1446901,"['fruity','lactonic','green','peach','waxy','floral','oily','tropical','buttery']",true,fruity lactonic green peach waxy floral oily tropical buttery,100.0,,,,188.0,,,100.0,,"Luebke, William tgsc",2017,Vigon International
1447131,"['green','woody']",false,green woody,10.0,dipropylene glycol,,,,,,,,,,
1447181,"['green','floral','geranium','earthy']",true,green floral geranium earthy,1.0,dipropylene glycol,,,,,,,,,,
1447311,"['caramellic','sweet','maple']",true,sweet caramel,0.1,propylene glycol,,,,,,,,,,
1447761,"['winey','fruity','floral']",true,winey fruity floral,100.0,,,,,,,,,,,
1448451,"['fruity','sweet','pineapple','apple','banana']",true,sweet fruity pineapple apple banana,100.0,,,,,,,,,,,
1448481,"['fatty','fruity','waxy']",true,fatty fruity waxy,100.0,,,,,,,,,,,
1449111,['minty'],false,minty,,,,,,,,,,,,
1449811,"['minty','cooling','eucalyptus','medicinal','woody','green','grassy','herbal']",true,minty cooling eucalyptus medicinal woody green grassy herbal,10.0,dipropylene glycol,medium,10.0,28.0,,,100.0,,"Luebke, William tgsc",1985,Givaudan Corporation
1449811,"['minty','cooling','medicinal','woody','green','herbal']",true,"Minty, cooling, medicinal, woody with a green herbaceous undernote",,,,,,,,,,"Mosciano, Gerard P&F 15, No. 6, 35",1990,
1449861,['herbal'],false,herbal,10.0,dipropylene glycol,,,,,,,,,,
1449871,"['woody','cedar']",true,"strongly woody, cedarous",10.0,dipropylene glycol,,,,,,,,,,
1450111,"['green','vegetable','woody','oily','fruity']",true,green vegetable woody oily fruity,100.0,,,,,,,,,,,
1450281,"['green','cortex','clover','orchid']",true,vine clover orchid,100.0,,,,,,,,,,,
1450431,"['nutty','bitter','chocolate']",true,nutty bitter chocolate,0.1,propylene glycol,,,,,,,,,,
1450561,"['floral','sweet','anise','hawthorn','green','cortex','mimosa','spicy','powdery']",true,sweet anise hawthorn green floral cortex mimosa absolute spicy powdery,50.0,dipropylene glycol,medium,50.0,400.0,,,100.0,,"Luebke, William tgsc",1988,"Bedoukian Research, Inc."
1450681,['green'],false,green,100.0,,,,,,,,,,,
1450761,['odorless'],false,odorless,100.0,,,,,,,,,,,
1450761,['almost odorless'],false,"Little or no odor, a slight coolness",5.0,,,,,,,,,"Mosciano, Gerard P&F 23, No. 5, 49",1998,
1450781,"['herbal','sweet','sage clary sage','rose']",true,sweet herbal clary sage rose,100.0,,,,,,,,,,,
1450831,"['mentholic','minty']",true,mentholic minty,10.0,dipropylene glycol,,,,,,,,,,
1450851,['odorless'],false,odorless,100.0,,,,,,,,,,,
1451281,"['clean','citrus','minty']",false,clean citrus minty,,,,,,,,,,,,
1451381,"['green','herbal','musty','tomato','metallic']",true,green herbal musty tomato metallic,10.0,dipropylene glycol,,,,,,,,,,
1451511,"['green','pungent','vegetable','oily']",true,pungent green vegetable oily,0.1,propylene glycol,high,0.1,,8.0,,100.0,,,,
1451541,"['green','leafy']",true,green leafy,1.0,dipropylene glycol,,,,,,,,,,
1451571,"['green','fruity','banana','apple']",true,green fruity banana apple,10.0,dipropylene glycol,,,,,,,,,,
1451611,"['fruity','green','leafy']",true,fruity green leafy,0.1,dipropylene glycol,high,0.1,,4.0,,100.0,,,,
1451651,"['green','fruity']",true,green fruity,10.0,dipropylene glycol,,,,,,,,,,
1451741,"['soapy','sweet','musk','amber','fruity','berry']",true,sweet soapy musk amber fruity berry,10.0,dipropylene glycol,,,,,,,,,,
1451741,"['soapy','sweet','musk','fruity']",true,"Sweet, soapy, perfume-like with a heavy fruity undertone",,,,,,,,,,"Mosciano, Gerard P&F 17, No. 1, 41",1992,
1451791,"['waxy','citrus rind','tangerine','fatty','creamy','soapy','watery','cilantro']",true,waxy citrus rind tangerine fatty creamy soapy watery cilantro,1.0,propylene glycol,medium,1.0,,168.0,,100.0,,"Luebke, William tgsc",2017,"Bedoukian Research, Inc."
1451811,['fruity'],false,fruity,,,,,,,,,,,,
1451981,"['fatty','sweet','melon','cucumber','vegetable']",true,"sweet fatty, melon cucumber vegetable",10.0,dipropylene glycol,medium,10.0,,48.0,,100.0,,,,
1452001,"['citronella','lemon','grapefruit','floral','citrus']",true,"citronellal like, lemon, grapefruit, floral, and citrus",100.0,,,,,,,,,,,
1452091,"['green','vegetable']",true,green vegetable,1.0,dipropylene glycol,high,1.0,,8.0,,100.0,,,,
1452111,"['melon','pear','tropical','earthy']",true,melon pear tropical earthy,10.0,dipropylene glycol,,,,,,,,,,
1452131,"['floral','aldehydic','muguet','lily of the valley']",true,floral aldehydic muguet lily of the valley,1.0,dipropylene glycol,,,,,,,,,,
1452211,"['fatty','green','herbal']",true,fatty green herbal,1.0,propylene glycol,,,,,,,,,,
1452321,"['waxy','fatty']",true,fatty waxy,100.0,,,,,,,,,,,
1452341,['spicy'],false,spicy,,,,,,,,,,,,
1452471,"['fatty','orris','waxy','cucumber']",true,orris fatty waxy cucumber,0.1,dipropylene glycol,,,,,,,,,,
1452511,['green'],false,green,0.1,dipropylene glycol,,,,,,,,,,
1452521,['honey'],true,honey,100.0,,,,,,,,,,,
1452531,"['green','violet leaf','floral','walnut']",true,green violet floral walnut,10.0,dipropylene glycol,high,10.0,,400.0,,100.0,,,,
1452601,"['green','fatty','cucumber','fruit tropical fruit']",true,fatty green cucumber,0.1,dipropylene glycol,high,0.1,,24.0,,100.0,,,,
1453041,"['floral','orange','rose','fruity','oily','aldehydic']",true,orange rose fruity oily orange aldehydic,100.0,,,,,,,,,,,
1453171,"['fruity','green','watery','honeydew']",true,fruity green watery honeydew,100.0,,,,,,,,,,,
1453591,"['green','fatty','pear','melon','peely']",true,green fatty reminiscent of pear melon peely,10.0,dipropylene glycol,high,10.0,,8.0,,100.0,,,,
1454321,['camphoreous'],false,camphoreous,100.0,,,,,,,,,,,
1454411,['camphoreous'],false,camphoreous,100.0,,,,,,,,,,,
1454631,"['woody','sandalwood','fruity','floral','amber']",true,sandalwood woody fruity floral amber,100.0,,,,168.0,,,100.0,,,,
1454661,['odorless'],false,odorless,100.0,,,,,,,,,,,
1454671,"['woody','sandalwood','fresh']",true,sandalwood fresh woody,100.0,,,,,,,,,,,
1454681,"['rooty','woody','cedar']",true,rooty woody cedar,100.0,,,,,,,,,,,
1454691,"['earthy','fresh','musty','humus']",true,fresh musty earthy soil,1.0,dipropylene glycol,,,,,,,,,,
1454701,"['sulfurous','cooked','roasted']",true,sulfurous cooked roasted,0.01,propylene glycol,,,,,,,,,,
1454791,"['citrus','fruity','radish']",true,citrus fruity radish,100.0,,,,,,,,,,,
1455151,['musty'],false,musty,,,,,,,,,,,,
1455211,['fruity'],false,fruity,,,,,,,,,,,,
1455521,"['fruity','hay','winey','mushroom','chemical']",true,"fruity with hay quality, winey with mushroom note, slightly harsh and chemical",100.0,,,,,,,,,,,
1455901,"['fruity','coconut','oily']",true,coconut oily fruity,100.0,,,,,,,,,,,
1455961,"['fruity','currant black currant','berry']",true,black currant,10.0,dipropylene glycol,,,,,,,,,,
1456091,"['urine','woody-lactone']",false,"urine, woody-lactone",,,,,,,,,,,,
1456111,"['woody','herbal','celery','lactonic']",true,woody herbal celery lactone,100.0,,,,,,,,,,,
1456301,"['fruity','currant black currant','berry']",true,black currant,10.0,dipropylene glycol,,,,,,,,,,
1456331,"['coconut','lactonic','tropical','creamy','coumarinic','dairy','plum']",true,lactonic coconut meadow tropical creamy coumarinic dairy plum,10.0,dipropylene glycol,high,10.0,168.0,,,100.0,,"Luebke, William tgsc",2008,Vigon International
1456361,"['herbal','rosemary','minty','camphoreous','thujonic','tropical']",true,herbal rosemary mint camphor thujone tropical,10.0,dipropylene glycol,high,10.0,12.0,,,100.0,,"Luebke, William tgsc",1991,International Flavors & Fragrances Inc.
1456791,"['floral','jasmin','magnolia','tea','fruity']",true,floral jasmin magnolia tea fruity,10.0,dipropylene glycol,medium,10.0,48.0,,,100.0,,,,
1456901,"['floral','green','hyacinth','lilac','muguet']",true,floral green hyacinth lilac muguet,100.0,,,,,,,,,,,
1457181,"['floral','lily of the valley']",true,floral lily of the valley,10.0,dipropylene glycol,,,,,,,,,,
1457521,['fruity'],false,fruity,,,,,,,,,,,,
1457931,"['green','pungent','apple','orange','tomato']",true,pungent green apple orange tomato,1.0,dipropylene glycol,,,,,,,,,,
1458011,"['fruity','pear','melon','banana']",true,pear melon banana fruity,,,,,,,,,,,,
1458151,['green'],false,green,,,,,,,,,,,,
1458231,"['woody','oily','spicy','powdery','sandalwood']",true,oily woody spicy powdery sandal,10.0,dipropylene glycol,,,,,,,,,,
1458251,"['green','vinyl']",false,green vinyl,,,,,,,,,,,,
1458311,"['berry','raspberry']",true,raspberry,100.0,,,,,,,,,,,
