,MolecularWeight,IsomericSMILES,IUPACName,name
6419976,365.24,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N.O,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate;hydrate",adenosine 5'-monophosphate monohydrate
6419978,400.3,C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)[O-].Br,"[(1R,2R,4S,5S)-9-methyl-9-oxido-3-oxa-9-azoniatricyclo[3.3.1.02,4]nonan-7-yl] (2S)-3-hydroxy-2-phenylpropanoate;hydrobromide",scopolamine n-oxide hydrobromide
6419987,475.5,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3.C(C(C(=O)O)O)(C(=O)O)O,"4-[2-(4-benzylpiperidin-1-yl)-1-hydroxypropyl]phenol;2,3-dihydroxybutanedioic acid",ifenprodil tartrate
6419992,270.66,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N.Cl,"6-(trifluoromethoxy)-1,3-benzothiazol-2-amine;hydrochloride",riluzole hydrochloride
6419995,443.4,CC1=C2C(=CS1)C(=O)NC3=CC=CC=C3N2C(=O)CN4CCN(CC4)C.Cl.Cl,"1-methyl-10-[2-(4-methylpiperazin-1-yl)acetyl]-5H-thieno[3,4-b][1,5]benzodiazepin-4-one;dihydrochloride",telenzepine dihydrochloride
6420003,681.7,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O.O.O,"(6R,7R)-7-[[(2R)-2-[(4-ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-(4-hydroxyphenyl)acetyl]amino]-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid;dihydrate",cefoperazone dihydrate
6420009,598.1,CCN(CC)CCOC1=CC=C(C=C1)/C(=C(\C2=CC=CC=C2)/Cl)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,"2-[4-[(E)-2-chloro-1,2-diphenylethenyl]phenoxy]-N,N-diethylethanamine;2-hydroxypropane-1,2,3-tricarboxylic acid",enclomiphene citrate
6420010,489.9,COC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3=CC=CC=C3)Cl)N.C(=C\C(=O)O)\C(=O)O,4-amino-N-(1-benzylpiperidin-4-yl)-5-chloro-2-methoxybenzamide;(Z)-but-2-enedioic acid,clebopride maleate
6420013,343.8,COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC.Cl,"4-pyrrolidin-1-yl-1-(2,4,6-trimethoxyphenyl)butan-1-one;hydrochloride",buflomedil hydrochloride
6420019,302.8,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3.Cl,1-benzhydryl-4-methylpiperazine;hydrochloride,cyclizine hydrochloride
6420020,475.6,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O.COC(CO)(CO)N,"2-amino-2-methoxypropane-1,3-diol;(Z)-7-[(1R,2R,3R,5S)-3,5-dihydroxy-2-[(E,3S)-3-hydroxyoct-1-enyl]cyclopentyl]hept-5-enoic acid",prestwick_792
6420035,243.73,CC1C2=CC(=C(C=C2CCN1)OC)OC.Cl,"6,7-dimethoxy-1-methyl-1,2,3,4-tetrahydroisoquinoline;hydrochloride",63283-42-1
6420036,490.5,COC1=CC=CC=C1N2CCN(CC2)CCCCNC(=O)C3=CC4=CC=CC=C4C=C3.Cl.Cl,N-[4-[4-(2-methoxyphenyl)piperazin-1-yl]butyl]naphthalene-2-carboxamide;dihydrochloride,do 897/99
6420038,442.5,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C.C(=C\C(=O)O)\C(=O)O,(Z)-but-2-enedioic acid;1-[10-[3-(dimethylamino)propyl]phenothiazin-2-yl]ethanone,acepromazine maleate
6420039,315.83,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C.Cl,[4-[2-(dimethylamino)ethoxy]-2-methyl-5-propan-2-ylphenyl] acetate;hydrochloride,moxisylyte hydrochloride
6420040,344.9,CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N.Cl,2-(diethylamino)ethyl 4-amino-3-butoxybenzoate;hydrochloride,benoxinate hydrochloride
6420042,337.4,C[C@@]12C3=CC=CC=C3C[C@@H](N1)C4=CC=CC=C24.C(=C\C(=O)O)\C(=O)O,"(Z)-but-2-enedioic acid;(1S,9R)-1-methyl-16-azatetracyclo[7.6.1.02,7.010,15]hexadeca-2,4,6,10,12,14-hexaene",dizocilpine maleate
6420043,445.4,C1NCCN(C1)C2=NC3=CC=CC=C3C=C2.C(=C\C(=O)O)\C(=O)O.C(=C\C(=O)O)\C(=O)O,(Z)-but-2-enedioic acid;2-piperazin-1-ylquinoline,quipazine dimaleate
6420045,548.6,CCCCCC[C@@H]1[C@H]([C@@H](OC(=O)C([C@H](OC1=O)C)NC(=O)C2=C(C(=CC=C2)NC=O)O)C)OC(=O)CC(C)C,"[(2R,6S,7R,8R)-3-[(3-formamido-2-hydroxybenzoyl)amino]-8-hexyl-2,6-dimethyl-4,9-dioxo-1,5-dioxonan-7-yl] 3-methylbutanoate",antimycin a
6420047,291.13,CC(=O)O.C1=CC(=C(C(=C1)Cl)/C=N\N=C(N)N)Cl,"acetic acid;2-[(Z)-(2,6-dichlorophenyl)methylideneamino]guanidine",guanabenz acetate
6420048,190.11,C1(=C(C(=O)C(=C(C1=O)O)O)O)O.O,"2,3,5,6-tetrahydroxycyclohexa-2,5-diene-1,4-dione;hydrate",123334-16-7
6420066,327.8,CC(C)(C)NC[C@H](COC1=CC=CC2=C1CCCC2=O)O.Cl,"5-[(2R)-3-(tert-butylamino)-2-hydroxypropoxy]-3,4-dihydro-2H-naphthalen-1-one;hydrochloride",27867-05-6
6420080,290.4,C[C@]12CC[C@H](C[C@H]1CC[C@@H]3C2CC[C@]4([C@H]3CCC4=O)C)O,"(3R,5R,8R,10S,13S,14S)-3-hydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthren-17-one",mls002153962
6433169,187.66,C[C@H]([C@H](C1=CC=CC=C1)O)N.Cl,"(1S,2R)-2-amino-1-phenylpropan-1-ol;hydrochloride",phenylpropanolamine hydrochloride
6433208,473.9,C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO.Cl.Cl,2-[4-[(3Z)-3-(2-chlorothioxanthen-9-ylidene)propyl]piperazin-1-yl]ethanol;dihydrochloride,zuclopenthixol dihydrochloride
6434144,356.4,CN1CCCN=C1/C=C/C2=CC=CS2.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,"(2R,3R)-2,3-dihydroxybutanedioic acid;1-methyl-2-[(E)-2-thiophen-2-ylethenyl]-5,6-dihydro-4H-pyrimidine",pyrantel tartrate
6436173,785.9,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,36-tetrahydroxy-11-methoxy-3,7,12,14,16,18,22,30-octamethyl-6,23-dioxo-8,37-dioxa-24,27,33-triazahexacyclo[23.10.1.14,7.05,35.026,34.027,32]heptatriaconta-1(35),2,4,9,19,21,25(36),26(34),28,30,32-undecaen-13-yl] acetate",rifaximin
6436924,360.75,C1COCCN1CC2CN(C(=O)O2)/N=C\C3=CC=C(O3)[N+](=O)[O-].Cl,"5-(morpholin-4-ylmethyl)-3-[(Z)-(5-nitrofuran-2-yl)methylideneamino]-1,3-oxazolidin-2-one;hydrochloride",2818-22-6
6438130,264.71,C1=CC(=CC=C1CN2C=CN=C2)/C=C/C(=O)O.Cl,(E)-3-[4-(imidazol-1-ylmethyl)phenyl]prop-2-enoic acid;hydrochloride,ozagrel hydrochloride
6440459,794.8,C1COCCN1C(=O)NCCNCC(COC2=CC=C(C=C2)O)O.C1COCCN1C(=O)NCCNCC(COC2=CC=C(C=C2)O)O.C(=C/C(=O)O)\C(=O)O,(E)-but-2-enedioic acid;N-[2-[[2-hydroxy-3-(4-hydroxyphenoxy)propyl]amino]ethyl]morpholine-4-carboxamide,xamoterol hemifumarate
6440510,401.8,CN1C[C@@H]2[C@@H](C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24.C(=C\C(=O)O)\C(=O)O,"(Z)-but-2-enedioic acid;(2R,6R)-9-chloro-4-methyl-13-oxa-4-azatetracyclo[12.4.0.02,6.07,12]octadeca-1(18),7(12),8,10,14,16-hexaene","(r,r)-asenapine maleate"
6473883,835.1,CC[C@@H]1[C@@]([C@H]2[C@H]([C@H]([C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)OC)C)O[C@H]4[C@@H]([C@H](C[C@H](O4)C)N(C)C)O)(C)O)C)N[C@H](O2)COCCOC)C)(C)O,"(1R,2R,3R,6R,7S,8S,9R,10R,12R,13S,15R,17S)-9-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-3-ethyl-2,10-dihydroxy-7-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-15-(2-methoxyethoxymethyl)-2,6,8,10,12,17-hexamethyl-4,16-dioxa-14-azabicyclo[11.3.1]heptadecan-5-one",dirithromycin
6603067,320.8,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3C=NC4=CC=CC=C34.Cl,"[(1R,5S)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] 3H-indole-3-carboxylate;hydrochloride",smr000058944
6603149,299.8,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13.Cl,"N-methyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,9,11,13-heptaenyl)propan-1-amine;hydrochloride",protriptyline hydrochloride
6603219,295.8,C1CC[C@H]([C@@H](C1)N2CCC(CC2)C3=CC=CC=C3)O.Cl,"(1R,2R)-2-(4-phenylpiperidin-1-yl)cyclohexan-1-ol;hydrochloride",(+/-)-vesamicol hydrochloride
6603542,350.87,CN/C(=C/[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C.Cl,"(Z)-1-N'-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethyl]-1-N-methyl-2-nitroethene-1,1-diamine;hydrochloride",ranitidine hydrochloride
6604381,997.4,CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)OCOCCOCCO)CC2=CC(=CC(=C2OCOCCOCCO)CC3=C(C=CC(=C3)C(C)(C)CC(C)(C)C)OCOCCOCCO)C(C)(C)CC(C)(C)C,"2-[2-[[2-[[2-[2-(2-hydroxyethoxy)ethoxymethoxy]-3-[[2-[2-(2-hydroxyethoxy)ethoxymethoxy]-5-(2,4,4-trimethylpentan-2-yl)phenyl]methyl]-5-(2,4,4-trimethylpentan-2-yl)phenyl]methyl]-4-(2,4,4-trimethylpentan-2-yl)phenoxy]methoxy]ethoxy]ethanol","2-[2-[[2-[[2-[2-(2-hydroxyethoxy)ethoxymethoxy]-3-[[2-[2-(2-hydroxyethoxy)ethoxymethoxy]-5-(2,4,4-trimethylpentan-2-yl)phenyl]methyl]-5-(2,4,4-trimethylpentan-2-yl)phenyl]methyl]-4-(2,4,4-trimethylpentan-2-yl)phenoxy]methoxy]ethoxy]ethanol"
6604471,265.33,CC(C)SC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,methyl N-(6-propan-2-ylsulfanyl-1H-benzimidazol-2-yl)carbamate,methiazole
6604492,525.6,CN1[C@@H]2CC[C@H]1CC(C2)OC3C4=CC=CC=C4CCC5=CC=CC=C35.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,"2-hydroxypropane-1,2,3-tricarboxylic acid;(1R,5S)-8-methyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenyloxy)-8-azabicyclo[3.2.1]octane",deptropine citrate
6604561,417.5,CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N.CS(=O)(=O)O,ethyl 4-[6-(diaminomethylideneamino)hexanoyloxy]benzoate;methanesulfonic acid,gabexate mesylate
6604565,408.2,CN(C)C/C=C(\C1=CC=C(C=C1)Br)/C2=CN=CC=C2.O.Cl.Cl,"(E)-3-(4-bromophenyl)-N,N-dimethyl-3-pyridin-3-ylprop-2-en-1-amine;hydrate;dihydrochloride",cas-61129-30-4
6713974,491.5,CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F.CNCC(C(C(C(CO)O)O)O)O,"6-(methylamino)hexane-1,2,3,4,5-pentol;2-[2-methyl-3-(trifluoromethyl)anilino]pyridine-3-carboxylic acid","6-(methylamino)hexane-1,2,3,4,5-pentol 2-[2-methyl-3-(trifluoromethyl)anilino]-3-pyridinecarboxylic acid"
6713977,521.0,CCC(=O)OCC(=O)C1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2[C@@H](CC4=CC(=O)C=C[C@]34C)Cl)O)C)C)OC(=O)CC,"[2-[(7R,8S,9S,10R,11S,13S,14S,16R)-7-chloro-11-hydroxy-10,13,16-trimethyl-3-oxo-17-propanoyloxy-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] propanoate",mls002153993
6714002,488.6,CCC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)OC(=O)OCC,"[2-[(8S,9S,10R,11S,13S,14S,17R)-17-ethoxycarbonyloxy-11-hydroxy-10,13-dimethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] propanoate",prednicarbate
6714003,416.9,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)C5CC5[C@]34C)Cl)C)OC(=O)C,"[(1S,2S,11R,12S,15R,16S)-15-acetyl-9-chloro-2,16-dimethyl-6-oxo-15-pentacyclo[9.7.0.02,8.03,5.012,16]octadeca-7,9-dienyl] acetate",prestwick0_001074
6714010,1422.7,CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCCCC[C@@H](C(=O)N[C@@H](C(=O)N1)CCCN)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)C2CSC(=N2)C(C(C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4,"(4R)-4-[[(2S)-2-[[2-(1-amino-2-methylbutyl)-4,5-dihydro-1,3-thiazole-4-carbonyl]amino]-4-methylpentanoyl]amino]-5-[[(2S,3S)-1-[[(3S,6R,9S,12R,15S,18R,21S)-3-(2-amino-2-oxoethyl)-18-(3-aminopropyl)-12-benzyl-15-[(2S)-butan-2-yl]-6-(carboxymethyl)-9-(1H-imidazol-5-ylmethyl)-2,5,8,11,14,17,20-heptaoxo-1,4,7,10,13,16,19-heptazacyclopentacos-21-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-5-oxopentanoic acid",mls002695992
6852391,440.4,CCCC[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C.[Br-],"[(1S,2S,4R,5R)-9-butyl-9-methyl-3-oxa-9-azoniatricyclo[3.3.1.02,4]nonan-7-yl] (2S)-3-hydroxy-2-phenylpropanoate;bromide",scopolamine butylbromide
6852406,339.8,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4.Cl,"[(1R,2R,4S,5S)-9-methyl-3-oxa-9-azatricyclo[3.3.1.02,4]nonan-7-yl] (2S)-3-hydroxy-2-phenylpropanoate;hydrochloride",hyoscine hydrochloride
6917728,377.3,CCC1=CC(=C(C(=C1O)C(=O)NC[C@@H]2CCCN2CC)OC)Cl.Cl,5-chloro-3-ethyl-N-[[(2S)-1-ethylpyrrolidin-2-yl]methyl]-2-hydroxy-6-methoxybenzamide;hydrochloride,eticlopride hydrochloride
6918119,438.5,CS(=O)(=O)O.C1[C@@H]2CC(C[C@H]3N2CC(=O)C1C3)OC(=O)C4=CNC5=CC=CC=C54.O,"methanesulfonic acid;[(3S,7R)-10-oxo-8-azatricyclo[5.3.1.03,8]undecan-5-yl] 1H-indole-3-carboxylate;hydrate",dolasetron mesylate
6918132,360.9,CCN[C@H]1C[C@@H](S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C.Cl,"(4S,6S)-4-(ethylamino)-6-methyl-7,7-dioxo-5,6-dihydro-4H-thieno[2,3-b]thiopyran-2-sulfonamide;hydrochloride",dorzolamide hydrochloride
7251185,248.32,C/C/1=C\CC[C@@]2([C@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C,"(1S,2R,4R,7E,11S)-4,8-dimethyl-12-methylidene-3,14-dioxatricyclo[9.3.0.02,4]tetradec-7-en-13-one",parthenolide
9798098,341.83,CC1(O[C@@H]2[C@H]([C@H](O[C@@H]2O1)[C@@H](CO)O)OCCCN(C)C)C.Cl,"(1R)-1-[(3aR,5R,6S,6aR)-6-[3-(dimethylamino)propoxy]-2,2-dimethyl-3a,5,6,6a-tetrahydrofuro[2,3-d][1,3]dioxol-5-yl]ethane-1,2-diol;hydrochloride",amiprilose
9832292,804.9,C[C@@H](CC1=CC=C(C=C1)OC)NC[C@H](C2=CC(=C(C=C2)O)NC=O)O.C[C@@H](CC1=CC=C(C=C1)OC)NC[C@H](C2=CC(=C(C=C2)O)NC=O)O.C(=C/C(=O)O)\C(=O)O,(E)-but-2-enedioic acid;N-[2-hydroxy-5-[(1S)-1-hydroxy-2-[[(2S)-1-(4-methoxyphenyl)propan-2-yl]amino]ethyl]phenyl]formamide,43229-80-7
9845819,435.0,CC1=NC=C(C(=N1)N)CN(C=O)/C(=C(\CCO)/SSCC2CCCO2)/C.Cl,N-[(4-amino-2-methylpyrimidin-5-yl)methyl]-N-[(E)-5-hydroxy-3-(oxolan-2-ylmethyldisulfanyl)pent-2-en-2-yl]formamide;hydrochloride,fursultimine hydrochloride
9865387,393.9,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.Cl,"5-[[4-[2-[methyl(pyridin-2-yl)amino]ethoxy]phenyl]methyl]-1,3-thiazolidine-2,4-dione;hydrochloride",rosiglitazone hydrochloride
9883104,308.8,CCCCC1=CC2=CC=CC=C2C(=N1)OCCN(C)C.Cl,"2-(3-butylisoquinolin-1-yl)oxy-N,N-dimethylethanamine;hydrochloride",dimethisoquin hydrochloride
9883259,312.83,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C.Cl,"3-ethyl-2-methyl-5-(morpholin-4-ylmethyl)-1,5,6,7-tetrahydroindol-4-one;hydrochloride",molindone hydrochloride
9884029,331.9,CN(C)CC/C=C/1\C2=CC=CC=C2CSC3=CC=CC=C31.Cl,"(3E)-3-(6H-benzo[c][1]benzothiepin-11-ylidene)-N,N-dimethylpropan-1-amine;hydrochloride",dothiepin hcl
9915886,563.6,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,"N-[(7S)-1,2-dimethoxy-10-methylsulfanyl-9-oxo-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6,7-dihydro-5H-benzo[a]heptalen-7-yl]acetamide",thiocolchicoside
10309252,371.6,C(CNCCNCCNCCN)N.Cl.Cl.Cl.Cl.Cl,"N'-[2-[2-(2-aminoethylamino)ethylamino]ethyl]ethane-1,2-diamine;pentahydrochloride",tetraethylenepentamine pentahydrochloride
10314472,328.7,CN[C@@H]1C[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl.Cl,"(1R,3S)-3-(3,4-dichlorophenyl)-N-methyl-2,3-dihydro-1H-inden-1-amine;hydrochloride",indatraline hydrochloride
10433396,440.8,C1CN(CC1N)C2=C(C=C3C(=O)C(=CN(C3=N2)C4=C(C=C(C=C4)F)F)C(=O)O)F.Cl,"7-(3-aminopyrrolidin-1-yl)-1-(2,4-difluorophenyl)-6-fluoro-4-oxo-1,8-naphthyridine-3-carboxylic acid;hydrochloride",tosufloxacin hydrochloride
11211984,408.5,C1CCC(CC1)NC(=S)N2CCC(CC2)C3=CN=CN3.C(=C\C(=O)O)\C(=O)O,(Z)-but-2-enedioic acid;N-cyclohexyl-4-(1H-imidazol-5-yl)piperidine-1-carbothioamide,thioperamide maleate
11954258,667.8,CCSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C.C(C(C(=O)O)O)C(=O)O.C(C(C(=O)O)O)C(=O)O,2-ethylsulfanyl-10-[3-(4-methylpiperazin-1-yl)propyl]phenothiazine;2-hydroxybutanedioic acid,thiethylperazine malate
11957660,465.4,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O.Cl.Cl,1-[4-(2-methoxyphenyl)piperazin-1-yl]-3-naphthalen-1-yloxypropan-2-ol;dihydrochloride,naftopidil dihydrochloride
11970251,807.9,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,"[(1R,2S,3R,4S,7R,9S,10S,12R,15S)-4-acetyloxy-1,9,12-trihydroxy-15-[(2R,3S)-2-hydroxy-3-[(2-methylpropan-2-yl)oxycarbonylamino]-3-phenylpropanoyl]oxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",docetaxel intermediate
11980942,718.8,CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5[C@@]6(C(C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)C(=C3C)CCC(=O)O)C=C,"3-[(24R)-14-ethenyl-22,23-bis(methoxycarbonyl)-5-(3-methoxy-3-oxopropyl)-4,10,15,24-tetramethyl-25,26,27,28-tetrazahexacyclo[16.6.1.13,6.18,11.113,16.019,24]octacosa-1,3,5,7,9,11(27),12,14,16,18(25),19,21-dodecaen-9-yl]propanoic acid",chembl4303473
12299879,803.0,CC(C)CC(=O)O[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O[C@@H]2C[C@H]([C@H]3CC[C@@]45C[C@@H](CC[C@H]4[C@@]3(C2)C)C(=C)[C@@H]5O)C(=O)O)CO)OS(=O)(=O)[O-])OS(=O)(=O)[O-].[K+].[K+],"dipotassium;[(2S,3R,4R,5R,6R)-2-[[(1R,4R,5R,7R,9R,10S,13R,15S)-5-carboxy-15-hydroxy-9-methyl-14-methylidene-7-tetracyclo[11.2.1.01,10.04,9]hexadecanyl]oxy]-6-(hydroxymethyl)-3-(3-methylbutanoyloxy)-5-sulfonatooxyoxan-4-yl] sulfate",atractyloside potassium salt
12856838,564.4,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)[C@@H](C4=CC=C(C=C4)O)C(=O)[O-])OC)OC2)C(=O)[O-].[Na+].[Na+],"disodium;(6R,7R)-7-[[(2R)-2-carboxylato-2-(4-hydroxyphenyl)acetyl]amino]-7-methoxy-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-oxa-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",64953-12-4
13456556,300.31,CC1=CC(=NC(=N1)[N-]S(=O)(=O)C2=CC=C(C=C2)N)C.[Na+],"sodium;(4-aminophenyl)sulfonyl-(4,6-dimethylpyrimidin-2-yl)azanide",sulfamethazine sodium salt
13981867,591.4,CC1([C@H]2CCC([C@@H]1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C.[Br-],"4-[(2-bromo-4,5-dimethoxyphenyl)methyl]-4-[2-[2-[(1S,5S)-6,6-dimethyl-2-bicyclo[3.1.1]heptanyl]ethoxy]ethyl]morpholin-4-ium;bromide",schembl9364936
15565709,407.7,CCN1CCC[C@H]1CNC(=O)C2=C(C=CC(=C2OC)Br)OC.Cl,"3-bromo-N-[[(2S)-1-ethylpyrrolidin-2-yl]methyl]-2,6-dimethoxybenzamide;hydrochloride",remoxipride hydrochloride
16219612,337.4,C[C@]12C3=CC=CC=C3C[C@H](N1)C4=CC=CC=C24.C(=C\C(=O)O)\C(=O)O,"(Z)-but-2-enedioic acid;(1R,9S)-1-methyl-16-azatetracyclo[7.6.1.02,7.010,15]hexadeca-2,4,6,10,12,14-hexaene",(-)-mk 801 maleate
16219735,413.9,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O.O.O.Cl,"(4R,4aS,7aR,12bS)-3-(cyclopropylmethyl)-4a,9-dihydroxy-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one;dihydrate;hydrochloride",naltrexone hydrochloride dihydrate
16219921,378.9,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O.O.Cl,"(S)-[(2R,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol;hydrate;hydrochloride",quinidine hydrochloride monohydrate
16220118,313.71,CC1=C(N(C(=C1)CC(=O)[O-])C)C(=O)C2=CC=C(C=C2)Cl.[Na+],"sodium;2-[5-(4-chlorobenzoyl)-1,4-dimethylpyrrol-2-yl]acetate",zomepirac sodium
16684434,404.82,CC[Hg]SC1=CC=CC=C1C(=O)[O-].[Na+],sodium;(2-carboxylatophenyl)sulfanyl-ethylmercury,thimerosal
16760285,271.08,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.[Na+],sodium;(4-amino-1-hydroxy-1-phosphonobutyl)-hydroxyphosphinate,alendronate sodium
