network_for_specie,from_compound_metacyc_id,to_compound_metacyc_id,from_compound_smiles,to_compound_smiles
TAX-3888,NIACINE,METHYLNICOTINATE,O=C([O-])c1cccnc1,C[n+]1cccc(C(=O)[O-])c1
TAX-3888,URACIL,ISOWILLARDIINE,O=c1cc[nH]c(=O)[nH]1,[NH3+][C@@H](Cn1c(=O)cc[nH]c1=O)C(=O)[O-]
TAX-3888,URACIL,3-URACIL-1-YL-L-SERINE,O=c1cc[nH]c(=O)[nH]1,[NH3+][C@@H](Cn1ccc(=O)[nH]c1=O)C(=O)[O-]
TAX-3888,5-METHYL-THF-GLU-N,THF-GLU-N,,
TAX-3888,THF-GLU-N,THF-GLU-N,,
TAX-3888,THF-GLU-N,METHYLENE-THF-GLU-N,,
TAX-3888,5-10-METHENYL-THF-GLU-N,N5-Formyl-THF-Glu-N,,
TAX-3888,5-10-METHENYL-THF-GLU-N,FORMYL-THF-GLU-N,,
TAX-3888,N5-Formyl-THF-Glu-N,5-10-METHENYL-THF-GLU-N,,
TAX-3888,METHYLENE-THF-GLU-N,DIHYDROFOLATE-GLU-N,,
TAX-3888,METHYLENE-THF-GLU-N,5-METHYL-THF-GLU-N,,
TAX-3888,METHYLENE-THF-GLU-N,5-10-METHENYL-THF-GLU-N,,
TAX-3888,DIHYDROFOLATE-GLU-N,THF-GLU-N,,
TAX-3888,MAL,OXALACETIC_ACID,O=C([O-])C[C@H](O)C(=O)[O-],O=C([O-])CC(=O)C(=O)[O-]
TAX-3888,FUM,MAL,O=C([O-])/C=C/C(=O)[O-],O=C([O-])C[C@H](O)C(=O)[O-]
TAX-3888,SUC-COA,SUC,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)[O-],O=C([O-])CCC(=O)[O-]
TAX-3888,2-KETOGLUTARATE,SUC-COA,O=C([O-])CCC(=O)C(=O)[O-],CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)[O-]
TAX-3888,CIS-ACONITATE,THREO-DS-ISO-CITRATE,O=C([O-])/C=C(\CC(=O)[O-])C(=O)[O-],O=C([O-])C[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-]
TAX-3888,CIT,CIS-ACONITATE,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],O=C([O-])/C=C(\CC(=O)[O-])C(=O)[O-]
TAX-3888,FRUCTOSE-6P,FRUCTOSE-16-DIPHOSPHATE,O=P([O-])([O-])OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,O=P([O-])([O-])OC[C@H]1O[C@](O)(COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O
TAX-3888,FRUCTOSE-6P,SUCROSE-6P,O=P([O-])([O-])OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
TAX-3888,FRUCTOSE-16-DIPHOSPHATE,GAP,O=P([O-])([O-])OC[C@H]1O[C@](O)(COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,O=C[C@H](O)COP(=O)([O-])[O-]
TAX-3888,FRUCTOSE-16-DIPHOSPHATE,DIHYDROXY-ACETONE-PHOSPHATE,O=P([O-])([O-])OC[C@H]1O[C@](O)(COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,O=C(CO)COP(=O)([O-])[O-]
TAX-3888,GAP,DPG,O=C[C@H](O)COP(=O)([O-])[O-],O=C(OP(=O)([O-])[O-])[C@H](O)COP(=O)([O-])[O-]
TAX-3888,GAP,G3P,O=C[C@H](O)COP(=O)([O-])[O-],O=C([O-])[C@H](O)COP(=O)([O-])[O-]
TAX-3888,DIHYDROXY-ACETONE-PHOSPHATE,GAP,O=C(CO)COP(=O)([O-])[O-],O=C[C@H](O)COP(=O)([O-])[O-]
TAX-3888,DPG,G3P,O=C(OP(=O)([O-])[O-])[C@H](O)COP(=O)([O-])[O-],O=C([O-])[C@H](O)COP(=O)([O-])[O-]
TAX-3888,G3P,2-PG,O=C([O-])[C@H](O)COP(=O)([O-])[O-],O=C([O-])[C@@H](CO)OP(=O)([O-])[O-]
TAX-3888,2-PG,PHOSPHO-ENOL-PYRUVATE,O=C([O-])[C@@H](CO)OP(=O)([O-])[O-],C=C(OP(=O)([O-])[O-])C(=O)[O-]
TAX-3888,PHOSPHO-ENOL-PYRUVATE,PYRUVATE,C=C(OP(=O)([O-])[O-])C(=O)[O-],CC(=O)C(=O)[O-]
TAX-3888,CPD-8065,CPD-8066,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO[C@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO[C@H]5O[C@H](CO[C@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
TAX-3888,CPD-170,CPD-8065,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO[C@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
TAX-3888,CPD-1099,CPD-170,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
TAX-3888,CPD-458,CPD-1099,OC[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
TAX-3888,CPD-14553,CPD-458,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,OC[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
TAX-3888,CPD-13717,SELENOHOMOCYSTEINE,[NH3+][C@@H](CC[Se]C[C@H]([NH3+])C(=O)[O-])C(=O)[O-],[NH3+][C@@H](CC[SeH])C(=O)[O-]
TAX-3888,MALONATE-S-ALD,B-ALANINE,O=CCC(=O)[O-],[NH3+]CCC(=O)[O-]
TAX-3888,PROPIONATE,PROPIONYL-COA,CCC(=O)[O-],CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-3888,PROPIONYL-COA,ACRYLYL-COA,CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-3888,3-HYDROXY-PROPIONYL-COA,3-HYDROXY-PROPIONATE,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCO,O=C([O-])CCO
TAX-3888,3-HYDROXY-PROPIONATE,MALONATE-S-ALD,O=C([O-])CCO,O=CCC(=O)[O-]
TAX-3888,ACRYLYL-COA,3-HYDROXY-PROPIONYL-COA,C=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCO
TAX-3888,CPD-6224,CPD-632,C=C1C[C@]23C[C@H]1CC[C@@H]2[C@@]12C[C@H](O)[C@H](O)[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)[O-],C=C1C[C@]23C[C@H]1CC[C@@H]2C1=CC(=O)[C@H](O)[C@@](C)(C(=O)[O-])[C@H]1[C@@H]3C(=O)[O-]
TAX-3888,CPD-482,CPD-498,C=C1C[C@]23C[C@H]1CC[C@@H]2[C@@]12C[C@H](O)C[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)[O-],C=C1C[C@]23C[C@H]1CC[C@@H]2C1=CC(=O)C[C@@](C)(C(=O)[O-])[C@H]1[C@@H]3C(=O)[O-]
TAX-3888,CPD-236,CPD-251,C=C1C[C@]23C[C@@]1(O)CC[C@@H]2[C@@]12C[C@H](O)C[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)[O-],C=C1C[C@]23C[C@@]1(O)CC[C@@H]2C1=CC(=O)C[C@@](C)(C(=O)[O-])[C@H]1[C@@H]3C(=O)[O-]
TAX-3888,CPD-204,CPD-229,C=C1C[C@]23C[C@@]1(O)CC[C@@H]2[C@@]12C[C@H](O)[C@H](O)[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)[O-],C=C1C[C@]23C[C@@]1(O)CC[C@@H]2C1=CC(=O)[C@H](O)[C@@](C)(C(=O)[O-])[C@H]1[C@@H]3C(=O)[O-]
TAX-3888,CPD-501,UDP-D-GALACTURONATE,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](O)[C@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
TAX-3888,CPD-510,UDP-GLUCURONATE,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
TAX-3888,D-Glucopyranuronate,CPD-510,O=C([O-])[C@H]1OC(O)[C@H](O)[C@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](O)[C@@H]1O
TAX-3888,MYO-INOSITOL,D-Glucopyranuronate,O[C@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,O=C([O-])[C@H]1OC(O)[C@H](O)[C@H](O)[C@@H]1O
TAX-3888,MALTOSE,GLC,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
TAX-3888,1-4-alpha-D-galacturonosyl,Methyl-esterified-homogalacturonan,,
TAX-3888,|Long-Chain-Aldehydes|,|Long-Chain-Alkanes|,,
TAX-3888,ETOH,ACETALD,CCO,CC=O
TAX-3888,UDP-D-XYLOSE,1-4-beta-Xylan,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,
TAX-3888,1-4-beta-Xylan,1-4-beta-Xylan,,
TAX-3888,1-4-beta-Xylan,GLUCURONOXYLAN-D-GLUCURONATE,,
TAX-3888,1-4-beta-Xylan,Arabinoxylan,,
TAX-3888,L-DEHYDRO-ASCORBATE,ASCORBATE,O=C1O[C-](C(O)CO)C(=O)C1=O,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O
TAX-3888,ASCORBATE,CPD-318,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
TAX-3888,CPD-318,L-DEHYDRO-ASCORBATE,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,O=C1O[C-](C(O)CO)C(=O)C1=O
TAX-3888,CPD-318,ASCORBATE,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O
TAX-3888,GLUTATHIONE,Red-Glutaredoxins,[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],
TAX-3888,GLUTATHIONE,OXIDIZED-GLUTATHIONE,[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],[NH3+][C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])C(=O)NCC(=O)[O-])C(=O)[O-]
TAX-3888,OXIDIZED-GLUTATHIONE,GLUTATHIONE,[NH3+][C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])C(=O)NCC(=O)[O-])C(=O)[O-],[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-]
TAX-3888,CPD-603,L-ASPARTATE,N#CC[C@H](N)C(=O)[O-],[NH3+][C@@H](CC(=O)[O-])C(=O)[O-]
TAX-3888,D-glucopyranose-6-phosphate,GLC-1-P,O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
TAX-3888,ADP-D-GLUCOSE,Alpha-Amyloses,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O,
TAX-3888,ADP-D-GLUCOSE,1-4-alpha-D-Glucan,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O,
TAX-3888,Alpha-Amyloses,CPD-7043,,
TAX-3888,Alpha-Amyloses,Starch,,
TAX-3888,1-4-alpha-D-Glucan,Alpha-Amyloses,,
TAX-3888,1-4-alpha-D-Glucan,1-4-alpha-D-Glucan,,
TAX-3888,CPD-7043,Starch,,
TAX-3888,Alpha-6-alpha-14-glucans,CPD-7043,,
TAX-3888,Alpha-6-alpha-14-glucans,Alpha-6-alpha-14-glucans,,
TAX-3888,DIACYLGLYCEROL,L-PHOSPHATIDATE,,
TAX-3888,DIACYLGLYCEROL,Triacylglycerols,,
TAX-3888,THYMIDINE,TMP,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O
TAX-3888,DUMP,TMP,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]1,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O
TAX-3888,DEOXYCYTIDINE,DEOXYURIDINE,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,O=c1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1
TAX-3888,DEOXYCYTIDINE,DCMP,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)n1
TAX-3888,DEOXYURIDINE,DUMP,O=c1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]1
TAX-4577,CPD-706,CPD-8134,C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
TAX-4577,CPD-8134,CPD-4161,CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
TAX-4577,CPD-4101,CPD-4124,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,C/C=C(/CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C
TAX-4577,GLT,GLN,[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],NC(=O)CC[C@H]([NH3+])C(=O)[O-]
TAX-4577,GLN,GLT,NC(=O)CC[C@H]([NH3+])C(=O)[O-],[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]
TAX-4577,AMMONIUM,GLN,[NH4+],NC(=O)CC[C@H]([NH3+])C(=O)[O-]
TAX-4577,CPD-6562,CPD-22323,COc1ccc2c(c1)OC(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)N2O,COc1c(O)ccc2c1OC(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)N2O
TAX-4577,CPD-6562,CPD-6366,COc1ccc2c(c1)OC(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)N2O,COc1ccc2c(c1)OC(O)C(=O)N2[O-]
TAX-4577,CPD-6364,CPD-6365,O=C1Nc2ccccc2OC1O,O=C1C(O)Oc2ccccc2N1[O-]
TAX-4577,CPD-6362,CPD-6364,O=C1Nc2ccccc2C1O,O=C1Nc2ccccc2OC1O
TAX-4577,CPD-6361,CPD-6362,O=C1Cc2ccccc2N1,O=C1Nc2ccccc2C1O
TAX-4577,INDOLE,CPD-6361,c1ccc2[nH]ccc2c1,O=C1Cc2ccccc2N1
TAX-4577,INDOLE-3-GLYCEROL-P,INDOLE,O=P([O-])([O-])OC[C@@H](O)[C@@H](O)c1c[nH]c2ccccc12,c1ccc2[nH]ccc2c1
TAX-4577,Orthophosphoric-Monoesters,Pi,,O=P([O-])([O-])O
TAX-4577,CPD-13573,CPD-13572,CC1(C)CCC=C([C@@H]2CC=C(C(=O)[O-])CC2)C1,CC1(C)CCC=C(C2=CC=C(C(=O)[O-])CC2)C1
TAX-4577,FARNESYL-PP,CPD-8233,CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],C/C1=C\CC/C(C)=C/CC(C)(C)/C=C/C1
TAX-4577,FARNESYL-PP,CPD-8230,CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C
TAX-4577,FARNESYL-PP,CPD-8232,CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C
TAX-4577,FARNESYL-PP,CPD-8843,CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],C=C[C@](C)(O)CC/C=C(\C)CCC=C(C)C
TAX-4577,FARNESYL-PP,CPD-9610,CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]
TAX-4577,CPD-12568,CPD-8844,C=C[C@@](C)(O)CC/C=C(\C)CCC=C(C)C,C=C/C=C(\C)CCC=C(C)C
TAX-4577,CPD-8843,CPD-8844,C=C[C@](C)(O)CC/C=C(\C)CCC=C(C)C,C=C/C=C(\C)CCC=C(C)C
TAX-4577,CPD-7228,CPD-7227,O=C([O-])C(=O)CC[NH2+][C@@H](CC[NH+]1CC[C@H]1C(=O)[O-])C(=O)[O-],O=C([O-])C(O)CC[NH2+][C@@H](CC[NH+]1CC[C@H]1C(=O)[O-])C(=O)[O-]
TAX-4577,MALTOSE,ALPHA-GLUCOSE,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
TAX-4577,MALTOSE,GLC,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
TAX-4577,Linear-Malto-Oligosaccharides,MALTOSE,,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
TAX-4577,Starch,Linear-Malto-Oligosaccharides,,
TAX-4577,CPD-13171,CPD-7535,CC(C)=CCC/C(C)=C\CC/C(C)=C/C=C/C(C)=C/C=C\C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,CC(C)=CCC/C(C)=C\CC/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(\C)CC/C=C(\C)CCC=C(C)C
TAX-4577,CPD-7496,CPD1F-114,CC(C)=CCC/C(C)=C\C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)\C=C/C=C(\C)CCC=C(C)C,CC(C)=CCC/C(C)=C\C=C\C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C
TAX-4577,CPD-464,CPD-12321,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\[C@H]1[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@]1(C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\C=C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
TAX-4577,GERANYLGERANYL-PP,CPD-464,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\[C@H]1[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@]1(C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
TAX-4577,CPD-4616,CPD-4621,C[C@H](CO)CCNc1ncnc2c1ncn2[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,C[C@@H](CCNc1ncnc2c1ncn2[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
TAX-4577,CPD-332,CPD-4617,C[C@H](CO)CCNc1ncnc2[nH]cnc12,C[C@@H](CCNc1ncnc2[nH]cnc12)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
TAX-4577,CPD-4210,CPD-4614,C/C(=C\CNc1ncnc2[nH]cnc12)CO,C/C(=C\CNc1ncnc2[nH]cnc12)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
TAX-4577,CPD-4210,ADENINE,C/C(=C\CNc1ncnc2[nH]cnc12)CO,Nc1ncnc2[nH]cnc12
TAX-4577,CPD-4210,CPD-4483,C/C(=C\CNc1ncnc2[nH]cnc12)CO,C/C(=C\C=O)CO
TAX-4577,CPD-4441,CPD-4620,C/C(=C/CNc1ncnc2[nH]cnc12)CO,C/C(=C/CNc1ncnc2[nH]cnc12)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
TAX-4577,CPD-4441,CPD-4482,C/C(=C/CNc1ncnc2[nH]cnc12)CO,C/C(=C/C=O)CO
TAX-4577,CPD-4441,ADENINE,C/C(=C/CNc1ncnc2[nH]cnc12)CO,Nc1ncnc2[nH]cnc12
TAX-4577,MAL,CARBON-DIOXIDE,O=C([O-])C[C@H](O)C(=O)[O-],O=C=O
TAX-4577,MAL,PYRUVATE,O=C([O-])C[C@H](O)C(=O)[O-],CC(=O)C(=O)[O-]
TAX-4577,MAL,OXALACETIC_ACID,O=C([O-])C[C@H](O)C(=O)[O-],O=C([O-])CC(=O)C(=O)[O-]
TAX-4577,PYRUVATE,ACETALD,CC(=O)C(=O)[O-],CC=O
TAX-4577,SPERMINE,CPD-6121,[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+],[NH3+]CCC[NH2+]CCCC=O
TAX-4577,SPERMINE,CPD-313,[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+],[NH3+]CCC[NH3+]
TAX-4577,CPD-313,CPD-6082,[NH3+]CCC[NH3+],[NH3+]CCC=O
TAX-4577,SPERMIDINE,4-AMINO-BUTYRALDEHYDE,[NH3+]CCCC[NH2+]CCC[NH3+],[NH3+]CCCC=O
TAX-4577,SPERMIDINE,CPD-313,[NH3+]CCCC[NH2+]CCC[NH3+],[NH3+]CCC[NH3+]
