CID,Molar Refractivity,Net Charge,HBD,HBA,Rt Bonds,Rings,TPSA,Hetero Atoms,Heavy Atoms,Aromatic Heavy Atoms,Melting Point (°C),Boiling Point (°C@760.00mm Hg),Vapor Pressure (mmHg@25.00 °C),Vapor Density (Air =1),Fraction Csp3,LogP,iLOGP,XLOGP3,WLOGP,MLOGP,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class: esol_class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT Class,GI Absorption,BBB Permeable,PgP Substrate,Log Kp (cm/s),Bioavailability Score,Caco2,Human Intestinal Absorption,Plasm Protein Binding,CYP1A2 Inhibitor,CYP2C19 Inhibitor,CYP2C9 Inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,Ames mutagenesis,Acute Oral Toxicity,Carcinogenicity (Binary),Carcinogenicity (Trinary),Eye Irritation,Hepatotoxicity,Androgen Receptor Binding,Aromatase Binding,Estrogen Receptor Binding,Glucocorticoid Receptor Binding,Thyroid Receptor Binding,BRCP inhibitor,BSEP inhibitor,OATP1B1 inhibitor,OATP1B3 inhibitor,OATP2B1 inhibitor,OCT1 inhibitor,OCT2 inhibitor
11163251,43.93,,,1,3,2,55.87,8,9,0,199.00 to 200.00,578.13 ,,,0.86,-0.924,2.01,1.31,2.06,1.74,-1.37,6.18,0.042,Very soluble,-2.08,1.21,0.01,Soluble,-1.94,1.69,0.01,Soluble,High,1,0,-6.26,0.55,0,0,0.874,0,0,0,0,0,0,2.411,0,Non-required,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11263567,62.78,,,3,1,,35.53,2,16,0,,198.00 to 199.00,0.353,,0.92,2.064,2.96,3.57,2.74,2.56,-3.43,0.085,0,Soluble,-4.00,0.02,0,Moderately soluble,-2.37,0.97,0,Soluble,High,1,0,-5.15,0.55,1,1,0.235,0,0,1,0,0,0,2.432,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11264633,68.82,,1,1,1,2,20.23,3,16,0,,323.00 to 325.00,0.00038,,1.00,2.737,3.09,3.92,3.47,3.81,-3.62,0.053,0,Soluble,-4.04,0.02,0,Moderately soluble,-2.73,0.41,0,Soluble,High,1,0,-4.87,0.55,1,1,0.658,0,1,1,0,0,0,1.399,0,Non-required,0,0,1,0,0,0,0,0,0,1,1,0,0,0
11276107,57.04,,1,1,7,3,29.10,1,13,0,64.00 to 65.00,279.00 to 280.00,0.00048,,0.55,3.466,2.81,2.40,2.43,2.26,-2.01,1.76,0.01,Soluble,-2.65,0.4,0,Soluble,-2.45,0.64,0,Soluble,High,1,0,-5.70,0.55,1,1,0.773,0,0,0,0,0,0,2.425,0,Non-required,1,0,0,0,0,0,1,0,0,1,1,0,1,0
11309884,74.00,,,1,1,,17.07,2,17,0,,335.00 to 336.00,0.00012,,0.81,2.425,2.98,3.47,4.52,3.81,-3.41,0.091,0,Soluble,-3.51,0.07,0,Soluble,-4.26,0.01,0,Moderately soluble,High,1,0,-5.27,0.55,1,1,0.405,0,1,0,0,0,0,1.923,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11322274,92.08,,,0,4,2,0.00,1,20,0,,311.00 to 313.00,0.001,,0.70,4.518,4.05,7.50,6.31,5.72,-5.99,0,0,Moderately soluble,-7.33,0,0,Poorly soluble,-5.42,0,0,Moderately soluble,Low,0,0,-2.64,0.55,1,1,0.859,0,1,1,0,0,0,2.83,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,1,0
11323257,43.93,,,1,3,2,55.87,0,9,0,,337.00 to 338.00,0.000201,,0.86,6.308,2.07,1.26,2.06,1.74,-1.34,6.65,0.045,Very soluble,-2.03,1.36,0.01,Soluble,-1.94,1.69,0.01,Soluble,High,1,0,-6.30,0.55,1,1,0.749,0,0,0,0,0,0,3.049,0,Non-required,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11332546,54.55,,1,1,1,,20.23,2,13,6,,198.78,0.353,,0.50,2.064,2.36,2.55,2.09,2.67,-2.81,0.27,0.002,Soluble,-2.62,0.42,0,Soluble,-3.82,0.03,0,Soluble,High,1,0,-5.56,0.55,1,1,0.352,0,0,0,1,0,0,1.861,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11367306,34.93,,,2,2,2,26.30,1,9,0,,280.00 to 281.00,0.002,,0.86,2.092,1.84,1.10,1.49,1.23,-1.20,8.17,0.064,Very soluble,-1.24,7.29,0.06,Very soluble,-1.54,3.65,0.03,Soluble,High,1,0,-6.30,0.55,1,1,0.83,0,0,0,0,0,0,2.636,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11378500,51.75,,,2,4,1,29.54,2,12,0,,226.00 to 227.00,0.083,,0.89,1.492,2.41,2.13,1.64,1.41,-1.98,1.79,0.011,Very soluble,-2.38,0.71,0,Soluble,-1.83,2.51,0.01,Soluble,High,1,0,-5.83,0.55,1,1,0.515,0,0,0,0,0,0,1.503,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11378760,38.77,,,2,2,1,30.21,3,10,5,,304.25,0.001,,0.12,2.017,1.74,1.31,1.69,0.42,-1.75,2.44,0.018,Very soluble,-1.54,3.88,0.03,Very soluble,-2.00,1.35,0.01,Soluble,High,1,0,-6.20,0.55,1,1,0.551,1,0,0,0,0,0,1.392,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11434978,59.74,,1,1,7,1,29.10,2,14,0,,101.00 @ 5.00 mm Hg,0.085,,0.58,1.8,2.53,2.58,2.50,2.15,-2.20,1.21,0.006,Soluble,-2.84,0.28,0,Soluble,-2.27,1.05,0.01,Soluble,High,1,0,-5.65,0.55,1,1,1.045,1,0,0,0,0,0,2.43,0,Warning,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11469606,42.38,,4,6,6,1,125.90,2,13,0,33.00 to 37.00,363.00 to 364.00,,,0.80,2.568,0.46,-2.49,-1.41,-2.17,0.80,1360,6.36,Highly soluble,0.39,522,2.45,Highly soluble,0.83,1450,6.81,Soluble,High,0,0,-9.37,0.56,1,1,0.796,0,0,0,0,0,0,2.108,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11500088,90.08,,,0,13,,77.60,2,17,0,,,,,1.00,5.773,4.31,7.37,5.77,5.28,-5.34,0.001,0,Moderately soluble,-8.83,0,0,Poorly soluble,-5.80,0,0,Moderately soluble,High,0,0,-2.75,0.55,1,1,0.904,1,0,0,0,0,0,2.199,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11524680,127.55,,,4,18,1,52.60,4,30,0,224 (COC),,,,0.92,7.092,5.29,8.85,7.09,5.00,-6.86,0,0,Poorly soluble,-9.84,0,0,Poorly soluble,-6.87,0,0,Poorly soluble,Low,0,1,-2.61,0.55,0,1,1.016,1,0,0,0,0,0,2.357,0,Non-required,1,0,1,0,0,0,0,0,1,1,1,0,0,0
11528583,67.50,,,0,6,1,38.80,1,14,6,,,,,0.54,4.488,3.39,5.18,4.49,4.67,-4.32,0.01,0,Moderately soluble,-5.74,0,0,Moderately soluble,-5.33,0,0,Moderately soluble,High,1,0,-3.89,0.55,1,1,0.946,1,0,0,1,0,0,3.147,0,Non-required,1,0,1,0,1,0,1,0,0,1,1,0,0,0
11550267,69.74,-2,1,3,5,,46.53,8,17,0,200.00 ,387.00 to 400.00,,,0.93,-1.407,3.14,3.68,2.76,2.42,-3.33,0.113,0,Soluble,-4.35,0.01,0,Moderately soluble,-2.03,2.28,0.01,Soluble,High,1,0,-5.17,0.55,0,1,0.799,0,0,0,0,0,0,2.213,0,Non-required,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11586787,76.39,,1,3,7,1,55.40,3,19,0,,337.00 to 339.00,,,0.87,2.761,3.06,3.39,2.37,2.12,-3.18,0.176,0.001,Soluble,-4.23,0.02,0,Moderately soluble,-2.95,0.3,0,Soluble,High,1,0,-5.54,0.55,1,1,0.411,0,0,0,0,0,0,2.072,0,Non-required,0,0,0,0,0,0,1,0,0,1,1,0,0,0
11615984,58.07,,,1,3,1,9.23,4,13,0,80.00 to 82.00,151.00 @ 2.00 mm Hg,,,0.83,2.374,3.10,3.54,3.55,2.88,-3.00,0.181,0.001,Soluble,-3.42,0.07,0,Soluble,-2.81,0.28,0,Soluble,High,1,0,-4.90,0.55,1,1,0.861,0,0,0,0,0,0,1.661,0,Non-required,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11658397,69.35,,1,1,7,1,29.10,1,16,0,,217.00 to 218.00,0.196,,0.64,3.546,3.26,3.35,3.14,2.69,-2.86,0.305,0.001,Soluble,-3.64,0.05,0,Soluble,-3.04,0.2,0,Soluble,High,1,0,-5.27,0.55,1,1,0.9,1,0,0,0,0,0,2.233,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11658617,58.71,,,2,3,1,26.30,2,14,0,53.00 ,388.00 to 389.00,,,0.92,3.205,2.97,3.83,3.01,2.76,-3.28,0.103,0.001,Soluble,-4.08,0.02,0,Moderately soluble,-2.72,0.38,0,Soluble,High,1,0,-4.79,0.55,1,1,0.768,0,0,1,0,0,0,1.667,0,Non-required,0,0,0,0,0,1,0,0,0,1,1,0,0,0
11664966,100.72,,,9,9,2,69.48,9,29,12,72.9,470.35,2.5,,0.25,3.921,3.48,4.22,5.17,3.29,-4.74,0.007,0,Moderately soluble,-5.39,0,0,Moderately soluble,-6.64,0,0,Poorly soluble,High,0,0,-5.79,0.55,0,1,1.3,1,1,0,0,0,0,2.672,0,Non-required,0,1,1,1,1,1,1,0,1,1,1,0,0,0
11686063,129.53,,12,20,2,5,316.60,20,44,0,,,,,1.00,-8.703,0.82,-7.48,-8.70,-7.31,0.98,6240,9.62,Highly soluble,1.56,23700,36.5,Highly soluble,7.16,9400000000,14500000,Soluble,Low,0,1,-15.57,0.17,0,0,0.428,0,0,0,0,0,1,2.817,0,Non-required,0,0,0,1,0,0,1,0,0,1,1,0,0,0
11693711,79.25,,1,7,4,2,97.38,10,24,11,201,,,,0.29,2.087,1.84,1.96,3.91,1.73,-3.40,0.145,0,Soluble,-3.63,0.08,0,Soluble,-4.71,0.01,0,Moderately soluble,High,0,0,-7.12,0.55,0,1,1.207,0,0,0,0,0,0,3.283,0,Non-required,0,1,1,0,0,0,1,0,0,1,1,0,0,0
11735763,68.56,,1,1,0,1,20.23,2,16,0,,227.00 to 228.00,0.077,,1.00,3.012,3.00,4.16,3.75,3.81,-3.84,0.032,0,Soluble,-4.29,0.01,0,Moderately soluble,-3.31,0.11,0,Soluble,High,1,0,-4.70,0.55,1,1,0.964,0,0,1,0,0,0,1.929,0,Warning,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11746218,35.02,,,1,3,3,17.07,1,8,0,,282.00 to 283.00,0.00036,,0.29,3.754,1.83,1.62,1.71,1.54,-1.35,4.97,0.045,Very soluble,-1.59,2.83,0.03,Very soluble,-0.74,20.2,0.18,Soluble,High,1,0,-5.82,0.55,1,1,0.918,0,0,0,0,0,0,3.513,0,Non-required,1,0,1,0,0,0,0,0,0,1,1,0,0,0
11788274,49.46,,,1,4,,23.79,1,11,0,,177.00 to 178.00,1.04,,0.70,1.708,2.50,3.21,3.28,2.59,-2.54,0.44,0.003,Soluble,-3.38,0.06,0,Soluble,-2.46,0.52,0,Soluble,High,1,0,-4.94,0.55,1,1,0.509,0,0,0,0,0,0,1.587,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11789380,56.47,,,2,5,,26.30,1,14,6,,,,,0.42,3.283,2.16,1.94,2.28,2.05,-2.24,1.1,0.006,Soluble,-2.12,1.47,0.01,Soluble,-3.72,0.04,0,Soluble,High,1,0,-6.10,0.55,1,1,0.877,0,0,0,0,0,0,1.845,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11805563,37.12,,1,2,3,1,37.30,2,9,0,,,,,0.86,2.428,1.87,1.02,0.98,0.81,-1.09,10.5,0.081,Very soluble,-1.39,5.27,0.04,Very soluble,-0.88,17.2,0.13,Soluble,High,1,0,-6.37,0.55,1,1,0.857,0,0,0,0,0,0,1.291,1,Non-required,1,0,0,1,1,0,0,0,0,1,1,0,0,0
11815386,35.55,,,3,1,,35.53,2,10,0,,39.00 to 41.00 @ 0.06 mm Hg,0.426,,0.57,0.982,2.07,1.01,0.85,-0.57,-1.29,7.26,0.051,Very soluble,-1.35,6.42,0.05,Very soluble,-1.24,8.27,0.06,Soluble,High,1,0,-6.45,0.85,0,1,0.667,0,0,0,0,0,0,1.638,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11815467,61.42,,,2,4,1,26.30,3,15,6,,222.10 ,0.1,,0.46,0.852,2.89,3.24,3.01,3.13,-3.19,0.133,0.001,Soluble,-3.47,0.07,0,Soluble,-3.74,0.04,0,Soluble,High,1,0,-5.26,0.55,0,1,0.7,0,0,0,0,0,1,2.311,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11830590,71.83,,,1,0,1,17.07,2,16,0,72.00 ,259.00 to 260.00,0.012,,0.80,3.121,2.94,4.92,4.66,3.56,-4.32,0.011,0,Moderately soluble,-5.02,0,0,Moderately soluble,-3.36,0.1,0,Soluble,High,1,0,-4.16,0.55,1,1,0.936,0,0,1,0,0,0,1.937,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11855994,44.70,,,1,0,1,12.53,1,11,0,,329.18 ,,,1.00,4.662,2.47,2.06,2.21,2.45,-2.08,1.26,0.008,Soluble,-1.95,1.7,0.01,Very soluble,-2.10,1.2,0.01,Soluble,High,1,0,-5.77,0.55,1,1,0.752,0,0,0,0,0,0,2.038,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11859396,102.02,1,1,2,0,7,33.98,4,25,6,275-285,,2.93X10-9,,0.57,2.093,2.73,1.93,-0.09,-0.97,-3.31,0.163,0,Soluble,-2.27,1.81,0.01,Soluble,-3.40,0.13,0,Soluble,High,0,1,-6.98,0.55,1,0,0.803,0,0,0,0,0,0,4.87,0,Non-required,0,0,1,0,1,0,0,0,1,1,1,0,0,1
11870244,43.49,,,2,0,4,26.30,1,12,6,,202.15,0.422,,0.30,2.212,1.92,1.60,1.71,2.16,-2.21,0.985,0.006,Soluble,-1.76,2.76,0.02,Very soluble,-2.65,0.35,0,Soluble,High,1,0,-6.14,0.55,1,1,0.807,0,0,0,0,0,0,1.708,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,1,0
11949689,113.96,,3,8,4,,128.57,,29,10,,495.9,0,,0.45,,1.42,-0.78,2.90,0.88,-1.96,4.64,0.011,Very soluble,-1.44,15.3,0.04,Very soluble,-4.31,0.02,0,Moderately soluble,High,0,1,-9.43,0.55,1,1,1.159,0,0,0,0,0,0,3.19,0,Non-required,0,1,1,0,0,1,0,0,1,1,1,0,0,0
11954225,27.31,,,4,3,,80.26,,11,0,,,,,0.50,,0.00,-0.36,-3.10,-0.54,-1.70,7.39,0.02,Very soluble,-0.86,50.5,0.14,Very soluble,0.83,2470,6.71,Soluble,Low,0,0,-8.80,0.56,0,0,0.253,0,0,0,0,0,0,3.781,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11959971,52.34,,,1,4,3,17.07,2,12,0,,245.00 to 246.00,0.028,,0.73,1.709,2.58,3.37,2.96,2.49,-2.73,0.31,0.002,Soluble,-3.41,0.07,0,Soluble,-2.47,0.56,0,Soluble,High,1,0,-4.92,0.55,1,1,0.824,0,0,0,0,0,1,3.296,0,Non-required,1,0,1,0,0,0,0,0,0,1,1,0,0,0
11962784,53.69,,,2,4,1,26.30,1,13,0,,234.00 to 237.00,0.06,,0.73,2.958,2.68,2.73,2.83,2.37,-2.43,0.684,0.004,Soluble,-2.94,0.21,0,Soluble,-2.36,0.8,0,Soluble,High,1,0,-5.47,0.55,1,1,0.652,0,0,0,0,0,0,1.937,0,Non-required,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11969488,64.35,,,1,9,1,23.79,2,14,0,,140.00 @ 1.00 mm Hg,0.001,>1,0.92,2.829,3.42,5.58,4.68,3.54,-3.97,0.021,0,Soluble,-5.84,0,0,Moderately soluble,-4.44,0.01,0,Moderately soluble,High,1,0,-3.53,0.55,1,1,0.861,0,0,1,0,0,0,2.005,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11970928,37.02,,1,3,1,,38.69,1,10,0,,284.00 to 285.00,0.003,,1.00,4.677,2.00,0.23,0.52,0.09,-0.83,21.9,0.15,Very soluble,-0.60,36.5,0.25,Very soluble,-0.56,40,0.27,Soluble,High,1,0,-7.03,0.55,1,1,1.049,0,0,0,0,0,0,1.969,0,Non-required,1,0,0,0,0,0,1,0,0,1,1,0,0,0
11971259,68.82,,1,1,0,1,20.23,3,16,0,,192.00 to 193.00,0.123,,1.00,0.519,3.08,3.74,3.47,3.81,-3.57,0.059,0,Soluble,-3.86,0.03,0,Soluble,-2.73,0.41,0,Soluble,High,1,0,-5.00,0.55,1,1,0.268,0,1,0,0,0,0,1.2,0,Non-required,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11996452,51.78,,1,3,6,3,54.37,1,13,0,75.00 ,293.00 to 294.00,0.000177,,0.80,3.466,1.77,1.35,1.48,0.78,-1.45,6.62,0.036,Very soluble,-2.09,1.5,0.01,Soluble,-2.03,1.73,0.01,Soluble,High,1,0,-6.48,0.55,1,1,0.984,0,0,0,0,0,0,3.348,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
12001831,47.45,,,5,2,,97.33,,16,0,>360,,,,0.50,,-37.18,2.06,-0.62,-0.67,-2.56,0.693,0.003,Soluble,-3.73,0.05,0,Soluble,-0.72,47.5,0.19,Soluble,High,0,1,-6.36,0.56,0,1,0.309,0,0,0,0,0,0,2.791,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
12003251,70.42,,,0,3,,0.00,3,15,0,,275.00 to 276.00,0.001,,0.60,1.476,3.43,5.27,4.75,4.53,-4.23,0.012,0,Moderately soluble,-5.02,0,0,Moderately soluble,-3.55,0.06,0,Soluble,Low,0,0,-3.80,0.55,1,1,0.858,0,1,1,0,0,0,1.848,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
12004383,49.58,,,1,6,1,48.03,0,10,0,,107.00 @ 10.00 mm Hg,0.028,,1.00,4.747,2.71,2.58,2.51,2.22,-2.08,1.36,0.008,Soluble,-3.24,0.09,0,Soluble,-2.57,0.44,0,Soluble,High,1,0,-5.46,0.55,1,1,0.905,0,0,0,0,0,0,3.406,0,Warning,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12009861,86.56,,,3,7,,35.53,2,21,0,,203.00 to 204.00,0.4,,0.94,2.512,4.01,4.49,4.28,3.40,-4.04,0.027,0,Moderately soluble,-4.96,0,0,Moderately soluble,-3.76,0.05,0,Soluble,High,1,0,-4.92,0.55,1,1,1.109,0,0,0,1,0,0,2.517,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
12022011,53.43,,,2,2,2,26.30,3,13,0,,367.72 ,,,0.73,4.34,2.67,2.76,2.40,2.37,-2.58,0.483,0.003,Soluble,-2.97,0.2,0,Soluble,-1.84,2.61,0.01,Soluble,High,1,0,-5.45,0.55,1,1,1.016,0,0,0,0,0,0,1.717,0,Non-required,0,0,1,1,1,0,0,0,0,1,1,0,0,0
12056759,92.96,,,9,9,,134.94,,28,11,230-240 (decomposes),,,,0.33,,-11.20,2.00,1.97,1.82,-3.40,0.166,0,Soluble,-4.46,0.01,0,Moderately soluble,-2.89,0.55,0,Soluble,High,0,1,-7.44,0.55,0,1,0.784,0,0,0,0,0,0,3.814,0,Non-required,0,1,0,0,0,0,1,0,0,1,1,0,0,0
12056760,78.12,,,11,6,,136.22,,27,11,200 (decomposes),,,,0.25,,-11.19,2.96,2.85,0.24,-4.20,0.026,0,Moderately soluble,-5.48,0,0,Moderately soluble,-2.15,2.97,0.01,Soluble,High,0,1,-6.75,0.55,0,1,0.793,0,0,0,0,0,0,4.287,0,Non-required,0,1,0,0,0,0,1,0,0,1,1,0,0,0
12082921,58.49,,,2,6,1,26.30,2,14,0,,,,,0.75,2.398,2.92,3.64,3.22,2.65,-2.95,0.218,0.001,Soluble,-3.88,0.03,0,Soluble,-2.89,0.25,0,Soluble,High,1,0,-4.91,0.55,1,1,0.856,0,0,1,0,0,0,1.679,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
12193862,43.76,,,4,0,,59.59,,13,6,226.00 to 230.00,,,,0.00,,-2.90,0.91,1.60,1.20,-2.13,1.65,0.007,Soluble,-1.75,3.96,0.02,Very soluble,-2.54,0.65,0,Soluble,High,1,0,-7.00,0.55,1,1,0.727,0,0,0,0,0,0,3.446,0,Non-required,1,1,0,0,0,0,0,0,0,1,1,0,0,0
12237817,58.97,,,2,7,1,26.30,2,14,0,,,,,0.92,3.219,3.05,3.80,3.44,2.76,-3.00,0.198,0.001,Soluble,-4.05,0.02,0,Moderately soluble,-3.61,0.05,0,Soluble,High,1,0,-4.81,0.55,1,1,0.701,0,0,0,0,0,0,1.999,0,Non-required,1,0,0,0,0,1,0,0,0,1,1,0,0,0
12237820,54.16,,,2,5,1,26.30,2,13,0,,,,,0.91,3.443,2.75,3.08,3.05,2.48,-2.59,0.471,0.003,Soluble,-3.30,0.09,0,Soluble,-3.08,0.15,0,Soluble,High,1,0,-5.24,0.55,1,1,0.614,0,0,0,0,0,0,1.867,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
12242463,50.84,,,1,3,1,17.07,2,12,6,,291.00 to 292.00,0.0019,,0.36,3.053,1.94,2.69,2.63,2.69,-2.71,0.314,0.002,Soluble,-2.70,0.32,0,Soluble,-3.21,0.1,0,Soluble,High,1,0,-5.38,0.55,1,1,0.693,0,0,0,0,0,0,1.63,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
12255414,53.94,,1,3,5,1,46.53,1,14,6,,238,0.052,,0.36,2.625,1.97,2.12,1.89,1.96,-2.37,0.834,0.004,Soluble,-2.73,0.36,0,Soluble,-3.12,0.15,0,Soluble,High,1,0,-5.98,0.55,1,1,0.75,0,0,0,0,0,0,1.748,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
12259685,93.27,1,1,2,2,3,23.47,2,21,6,,,,,0.58,3.883,3.37,3.31,3.50,3.68,-3.77,0.048,0,Soluble,-3.48,0.09,0,Soluble,-4.38,0.01,0,Moderately soluble,High,1,0,-5.69,0.55,1,1,0.886,0,0,0,1,0,0,3.139,0,Non-required,0,0,0,0,0,0,1,0,0,1,1,0,1,1
12263583,68.39,,,0,1,1,0.00,3,15,6,39.00 to 42.00,281.00 to 283.00,0.001,,0.47,1.888,3.12,4.41,4.54,5.36,-4.09,0.016,0,Moderately soluble,-4.13,0.01,0,Moderately soluble,-4.63,0,0,Moderately soluble,Low,0,0,-4.39,0.55,1,1,0.903,0,0,0,1,0,0,2.03,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
12302243,70.46,,1,1,1,2,20.23,0,16,0,,289.00 to 290.00,0.004,,0.87,4.542,3.18,3.50,3.92,3.67,-3.36,0.098,0,Soluble,-3.61,0.05,0,Soluble,-2.96,0.24,0,Soluble,High,1,0,-5.17,0.55,1,1,0.902,0,0,0,0,0,0,1.783,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,1,0
12304196,46.86,,1,1,1,2,20.23,1,11,0,,299.00 to 301.00,0.0001,,1.00,3.92,2.54,2.55,2.05,2.45,-2.34,0.71,0.005,Soluble,-2.62,0.37,0,Soluble,-1.46,5.4,0.04,Soluble,High,1,0,-5.43,0.55,1,1,1.429,0,0,0,0,0,0,2.597,0,Non-required,0,0,0,0,0,0,0,0,0,1,1,0,1,0
12304610,69.04,,,0,1,2,0.00,1,15,0,28.00 to 29.00,99.00 to 100.00 @ 12.00 mm Hg,0.047,,0.73,2.049,3.38,4.08,4.58,4.63,-3.61,0.05,0,Soluble,-3.79,0.03,0,Soluble,-3.07,0.17,0,Soluble,Low,0,0,-4.65,0.55,0,1,1.071,0,1,1,0,0,0,2.517,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
12306047,69.04,,,0,1,2,0.00,0,15,0,,271.00 to 272.00,0.011,,0.73,4.581,3.38,4.08,4.58,4.63,-3.61,0.05,0,Soluble,-3.79,0.03,0,Soluble,-3.07,0.17,0,Soluble,Low,0,0,-4.65,0.55,1,1,0.806,0,1,1,0,0,0,1.734,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,1,0
12306048,70.42,,,0,3,2,0.00,0,15,0,,271.00 to 272.00,0.011,,0.60,4.581,3.43,5.27,4.75,4.53,-4.23,0.012,0,Moderately soluble,-5.02,0,0,Moderately soluble,-3.55,0.06,0,Soluble,Low,0,0,-3.80,0.55,1,1,0.806,0,1,1,0,0,0,1.734,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,1,0
12309449,69.04,,,0,1,1,0.00,0,15,0,,254.00 to 255.00,0.028,,0.73,4.747,3.38,4.31,4.58,4.63,-3.76,0.036,0,Soluble,-4.02,0.02,0,Moderately soluble,-3.32,0.1,0,Soluble,Low,0,0,-4.49,0.55,1,1,0.905,0,1,1,0,0,0,3.406,0,Warning,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12313020,69.94,,1,1,4,2,20.23,0,16,0,,271.00 to 272.00,0.01,,0.73,4.581,3.15,4.94,3.70,3.56,-4.05,0.019,0,Moderately soluble,-5.10,0,0,Moderately soluble,-3.24,0.13,0,Soluble,High,1,0,-4.14,0.55,1,1,0.723,0,1,1,0,0,0,1.85,0,Non-required,1,0,1,0,0,0,0,0,0,1,1,0,1,0
12315259,70.68,,,0,4,2,0.00,1,15,0,,302.00 ,0.000002,,0.60,3.698,3.58,5.41,4.89,4.53,-4.25,0.012,0,Moderately soluble,-5.17,0,0,Moderately soluble,-3.35,0.09,0,Soluble,Low,0,0,-3.71,0.55,1,1,0.893,0,1,1,0,0,0,1.904,0,Non-required,0,0,0,0,0,1,0,0,0,1,1,0,0,0
12315492,49.68,,,2,2,1,31.23,0,13,9,,270.00 to 272.00,0.011,,0.10,4.891,2.21,2.29,2.26,1.79,-2.75,0.312,0.002,Soluble,-2.58,0.46,0,Soluble,-2.53,0.52,0,Soluble,High,1,0,-5.74,0.55,1,1,0.958,1,0,0,0,0,0,2.444,0,Warning,1,0,0,0,0,0,0,0,0,1,1,0,0,0
12358480,78.73,,,1,0,5,12.53,7,19,0,,,,,0.83,4.481,2.68,3.67,4.48,4.40,-4.51,0.012,0,Moderately soluble,-3.62,0.09,0,Soluble,-5.12,0,0,Moderately soluble,High,1,0,-6.02,0.55,1,1,0.906,1,1,1,0,0,0,5.087,0,Non-required,1,0,1,0,1,0,1,0,0,1,1,0,0,0
12361768,39.22,,,0,0,2,50.60,3,7,0,,290.96,0.002,,1.00,2.256,2.05,1.91,2.55,1.83,-1.88,1.79,0.013,Very soluble,-2.60,0.34,0,Soluble,-1.21,8.24,0.06,Soluble,High,1,0,-5.76,0.55,1,1,0.767,0,0,0,0,0,0,2.293,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
